case_fan_id,product_id,mm_size,color,rpm,airflow,noise_level,pwm_4-pin
271282,110169,140,Black,800 RPM,49.95 CFM,21.4 dB,No
271283,110170,120,White,1000 RPM,37 CFM,20.2 dB,No
271284,110171,200,Black,900 RPM,148.72 CFM,27.5 dB,No
271285,110172,92,Clear,2500 RPM,43.5 CFM,15.8 dB,Yes
271286,110173,120,Black,1500 RPM,50.28 CFM,21.1 dB,No
271287,110174,140,White / Blue,500 - 1000 RPM,31.4 - 62 CFM,15.1 - 20.7 dB,Yes
271288,110175,140,Black,1200 RPM,86.73 CFM,22.8 dB,No
271289,110176,40,Black,2000 - 6500 RPM,,26 dB,No
271290,110177,80,Black / White,1400 RPM,19.5 CFM,14.3 dB,No
271291,110178,120,Silver,950 RPM,37.44 CFM,19.66 dB,No
271292,110179,120,White / Black,1500 RPM,57 CFM,,Yes
271293,110180,92,Black,,80 CFM,,No
271294,110181,80,Black / Green,700 - 1200 RPM,14.4 - 15.8 CFM,6.8 - 13.6 dB,No
271295,110182,140,Clear,1000 RPM,67.02 CFM,20 dB,No
271296,110183,200,Black / Red,800 RPM,76 CFM,18 dB,No
271297,110184,40,Black,3000 - 9000 RPM,,32 dB,No
271298,110185,120,Translucent Yellow,1500 RPM,64.3 CFM,12 - 25 dB,No
271299,110186,120,Silver,2000 RPM,79.14 CFM,,No
271300,110187,80,Blue,2000 RPM,25.64 CFM,22.05 dB,No
271301,110188,92,Black,1850 - 3100 RPM,34.79 - 58.5 CFM,29 - 40 dB,No
271302,110189,180,Clear,700 RPM,100 CFM,18 dB,No
271303,110190,92,Red,1600 RPM,42 CFM,15 dB,No
271304,110191,140,Black / White,800 - 2000 RPM,42.4 - 106.1 CFM,20 - 37 dB,No
271305,110192,120,Transparent,1200 - 2000 RPM,39 - 79 CFM,,No
271306,110193,120,Black / Red,700 - 1300 RPM,64.52 CFM,30.6 dB,Yes
271307,110194,120,Clear,1200 RPM,59.1 CFM,26.8 dB,No
271308,110195,140,Black,700 - 1800 RPM,56.1 CFM,24.2 dB,Yes
271309,110196,80,UV Blue,2000 RPM,25.64 CFM,22.05 dB,No
271310,110197,120,Black / Red,950 - 2000 RPM,66 CFM,30 dB,No
271311,110198,40,Black,3000 RPM,6 CFM,14 dB,No
271312,110199,120,,800 - 1800 RPM,42.17 CFM,26.5 dB,Yes
271313,110200,120,Yellow / Black,500 - 2000 RPM,27.6 - 106.7 CFM,4.3 - 36.3 dB,Yes
271314,110201,80,Black,2000 RPM,26.8 CFM,21.6 dB,No
271315,110202,140,Blue,1000 RPM,54.7 CFM,19.6 dB,No
271316,110203,92,Black / Green,2000 RPM,39.79 CFM,22.5 dB,No
271317,110204,80,Black / Green,2000 RPM,28.1 CFM,10 - 21 dB,No
271318,110205,80,Black,2500 RPM,12.66 - 29.58 CFM,34 dB,No
271319,110206,40,Black,3000 - 12000 RPM,,46 dB,No
271320,110207,80,Black,2000 - 6500 RPM,37.1 CFM,22 - 56.2 dB,No
271321,110208,120,Black / Green,1100 - 1800 RPM,34.7 - 72.1 CFM,12.2 - 19.89 dB,No
271322,110209,120,Black,900 - 1600 RPM,25 - 52.4 CFM,12.3 - 25.4 dB,No
271323,110210,92,Red,2200 RPM,41 CFM,22 dB,No
271324,110211,40,Black,5500 RPM,4.8 CFM,25 dB,No
271325,110212,80,Black,1700 - 2800 RPM,,20 dB,No
271326,110213,80,Black,2000 RPM,26.6 CFM,27 dB,No
271327,110214,80,Red,2200 RPM,34.15 CFM,21 dB,No
271328,110215,140,Clear,1000 RPM,60.46 CFM,16 dB,No
271329,110216,120,Black,1500 RPM,75.3 CFM,24 dB,No
271330,110217,80,Clear,2600 RPM,34 CFM,30 dB,No
271331,110218,140,Clear,1500 RPM,57.12 CFM,24.7 dB,No
271332,110219,120,Clear,1500 RPM,60 CFM,23.5 dB,No
271333,110220,80,Clear,1700 RPM,32 CFM,15 dB,No
271334,110221,140,Yellow,900 RPM,48 CFM,12 dB,No
271335,110222,120,Gray,1450 RPM,50.03 CFM,21 dB,No
271336,110223,230,Black,900 RPM,97.8 CFM,20 dB,No
271337,110224,140,Black / Red,1000 RPM,60.55 CFM,21.8 dB,No
271338,110225,120,White,400 - 1300 RPM,56 CFM,7 - 17 dB,Yes
271339,110226,80,Clear,2700 RPM,31.73 CFM,28 dB,No
271340,110227,140,Clear,1000 RPM,83.6 CFM,24.5 dB,No
271341,110228,200,Black,700 RPM,86.57 CFM,26.3 dB,No
271342,110229,80,Black / Red,1500 RPM,17.21 CFM,20 dB,No
271343,110230,120,Black / White,150 - 1500 RPM,52.95 CFM,5 - 28.6 dB,Yes
271344,110231,80,Clear,1500 RPM,17.21 CFM,20 dB,No
271345,110232,140,Brown / Black,500 - 1200 RPM,82 CFM,13 - 21.5 dB,Yes
271346,110233,120,Red / Black,1400 RPM,50 CFM,17 dB,No
271347,110234,120,Black / White,1000 RPM,36.86 CFM,18 dB,No
271348,110235,120,Transparent,900 RPM,40.18 CFM,16 dB,No
271349,110236,120,Black,1600 RPM,,24 dB,No
271350,110237,80,Black,1200 RPM,23.27 - 42.64 CFM,17 - 25 dB,No
271351,110238,120,Black,1200 RPM,51.02 CFM,19.6 - 25.2 dB,No
271352,110239,200,Transparent,700 RPM,103 CFM,20 dB,No
271353,110240,120,Transparent,1200 RPM,53.24 CFM,26.6 dB,No
271354,110241,120,Brown / Black,1000 - 1500 RPM,45.25 - 64.75 CFM,18 - 25 dB,No
271355,110242,92,Transparent,1500 - 2800 RPM,,20 - 35 dB,No
271356,110243,92,Transparent,1500 - 2800 RPM,,,No
271357,110244,120,Transparent,1000 - 1800 RPM,,20 - 32 dB,No
271358,110245,80,Clear,2500 RPM,32.37 CFM,23.5 dB,No
271359,110246,140,Black,1600 RPM,106 CFM,36 dB,No
271360,110247,120,Translucent Black,700 - 1800 RPM,51.3 CFM,22.5 dB,Yes
271361,110248,120,Translucent Black,700 - 1800 RPM,51.3 CFM,22.5 dB,Yes
271362,110249,200,Black,900 RPM,148.72 CFM,27.5 dB,No
271363,110250,140,Black / White,600 - 1200 RPM,40 - 70 CFM,23 dB,Yes
271364,110251,140,Black / Red,1200 RPM,38.59 CFM,24 dB,No
271365,110252,140,Black / White,1200 RPM,38.59 CFM,24 dB,No
271366,110253,140,Black / Blue,1200 RPM,38.59 CFM,24 dB,No
271367,110254,120,White / Blue,800 - 2200 RPM,24.23 - 66.62 CFM,15 - 35 dB,Yes
271368,110255,120,Silver,2200 RPM,79.2 CFM,34 dB,No
271369,110256,80,Black,2500 RPM,29.18 CFM,26 dB,No
271370,110257,120,Silver,2200 RPM,79.2 CFM,34 dB,No
271371,110258,140,Black,1000 RPM,59.6 CFM,18.6 - 23.3 dB,No
271372,110259,230,Clear,900 RPM,156.27 CFM,25.6 dB,No
271373,110260,200,Clear / Blue,900 RPM,148.72 CFM,27.5 dB,No
271374,110261,140,Translucent Blue,1200 RPM,59.6 CFM,29.4 dB,No
271375,110262,80,Black / Red,1800 RPM,32.1 CFM,22 dB,Yes
271376,110263,140,Black / Silver,900 - 1600 RPM,65 - 127 CFM,15 - 28 dB,No
271377,110264,140,Black,1200 RPM,47.1 CFM,23.3 dB,No
271378,110265,120,Black / Orange,1500 RPM,66.55 CFM,19 - 33.5 dB,No
271379,110266,140,Orange,1000 RPM,64.5 CFM,17.89 dB,No
271380,110267,80,Silver,2500 RPM,32.4 CFM,,No
271381,110268,140,Green,600 RPM,38.58 CFM,16 dB,No
271382,110269,80,Red,2500 RPM,32.5 CFM,20 dB,No
271383,110270,80,Black,,66.09 CFM,,No
271384,110271,120,Black,1200 - 1800 RPM,50.68 - 75.98 CFM,20 - 25 dB,Yes
271385,110272,120,Black,3700 RPM,151.85 CFM,58 dB,Yes
271386,110273,120,Black,3400 RPM,113.11 CFM,46.5 dB,Yes
271387,110274,80,Black,4500 RPM,66.09 CFM,,Yes
271388,110275,92,Black,4000 RPM,83 CFM,43.5 dB,Yes
271389,110276,80,Black,4000 RPM,46.62 CFM,40 dB,No
271390,110277,120,Orange,1700 RPM,63.85 CFM,29.67 dB,No
271391,110278,120,Yellow / Black,800 RPM,43 CFM,14.5 dB,No
271392,110279,40,Black,5000 RPM,6.5 CFM,18.5 dB,No
271393,110280,140,Yellow / Black,1700 RPM,92.4 CFM,36.4 dB,No
271394,110281,120,Black,800 RPM,30.2 CFM,12.9 dB,No
271395,110282,120,Black,2000 RPM,77.8 CFM,38.3 dB,No
271396,110283,120,Black,500 - 1200 RPM,18.8 - 46.4 CFM,9.8 - 22.3 dB,Yes
271397,110284,120,Black,500 - 1600 RPM,18.8 - 62.1 CFM,9.8 - 31.8 dB,Yes
271398,110285,120,Black,800 - 2000 RPM,30.2 - 77.8 CFM,12.9 - 38.3 dB,No
271399,110286,92,Black / Red,1800 RPM,32.1 CFM,22 dB,Yes
271400,110287,120,Black / Multicolor,1500 RPM,57.67 CFM,24.7 dB,No
271401,110288,120,Black / Multicolor,1500 RPM,57.67 CFM,24.7 dB,No
271402,110289,80,Silver,2000 RPM,26.8 CFM,21.6 dB,No
271403,110290,140,Green,1200 RPM,,,No
271404,110291,120,Black,2550 - 2750 RPM,114 - 123 CFM,40 - 45 dB,No
271405,110292,80,White,2300 RPM,23 CFM,26 dB,No
271406,110293,120,Black / Blue,1400 RPM,53.34 CFM,14 dB,No
271407,110294,120,Black / Red,1400 RPM,53.34 CFM,14 dB,No
271408,110295,120,Black / Green,1400 RPM,53.34 CFM,14 dB,No
271409,110296,140,Black / Red,1200 RPM,,22 dB,No
271410,110297,120,Black / Blue,800 - 1500 RPM,33.21 - 61.92 CFM,16 - 22 dB,Yes
271411,110298,120,Black,800 - 1500 RPM,33.21 - 61.92 CFM,16 - 22 dB,Yes
271412,110299,120,Black / Yellow,1000 RPM,33 CFM,19 dB,No
271413,110300,120,Black / Orange,600 - 1000 RPM,21.1 - 46.3 CFM,8.9 - 19.9 dB,No
271414,110301,120,Black,2500 RPM,82.67 CFM,38.5 dB,No
271415,110302,120,Black / Orange,600 - 1000 RPM,21.1 - 46.3 CFM,8.9 - 19.9 dB,No
271416,110303,92,Black / Green,400 - 1400 RPM,23.6 CFM,13.7 dB,Yes
271417,110304,92,Black / Green,800 - 1400 RPM,21.5 - 23.6 CFM,7.2 - 13.7 dB,No
271418,110305,80,Translucent Black,1800 RPM,21.8 CFM,20 dB,No
271419,110306,200,Black,700 RPM,86.57 CFM,26.3 dB,No
271420,110307,120,Black / Blue,1400 RPM,53.34 CFM,14 dB,No
271421,110308,140,Clear,1200 RPM,48.7 CFM,23 dB,No
271422,110309,120,Black,2000 RPM,59.8 CFM,37 dB,No
271423,110310,120,Clear,1500 RPM,61.37 CFM,20 dB,No
271424,110311,120,Clear,1500 RPM,61.37 CFM,20 dB,No
271425,110312,120,Clear,1500 RPM,61.37 CFM,20 dB,No
271426,110313,120,Black,800 - 2200 RPM,,17.2 - 39 dB,Yes
271427,110314,140,Clear,1200 RPM,48.7 CFM,23 dB,No
271428,110315,120,Black,2000 RPM,59.8 CFM,36 dB,No
271429,110316,120,Black,2000 RPM,59.8 CFM,36 dB,No
271430,110317,140,Black,,55.4 CFM,21 dB,No
271431,110318,120,Black,2000 RPM,59.8 CFM,36 dB,No
271432,110319,120,Black,2000 RPM,59.8 CFM,36 dB,No
271433,110320,80,Black / Clear,1400 - 2000 RPM,,18 - 23 dB,No
271434,110321,80,Clear,2000 RPM,,20 - 23 dB,No
271435,110322,120,Transparent,1600 RPM,56 CFM,28 dB,No
271436,110323,80,Black,3500 RPM,12.66 - 29.58 CFM,34 dB,No
271437,110324,80,Transparent,2600 RPM,34 CFM,30 dB,No
271438,110325,120,Black,2000 RPM,72.94 CFM,36 dB,No
271439,110326,140,Transparent,1200 RPM,48.7 CFM,23 dB,No
271440,110327,120,Black,1500 RPM,60 CFM,23.5 dB,No
271441,110328,120,Black / Blue,600 - 1800 RPM,75.59 CFM,10 - 26.8 dB,Yes
271442,110329,92,White,900 - 2000 RPM,37.89 CFM,11 - 23.5 dB,Yes
271443,110330,120,White,750 - 1500 RPM,58 CFM,12 - 25.5 dB,No
271444,110331,140,Orange,750 - 1200 RPM,45.1 - 78.09 CFM,13.4 - 19 dB,No
271445,110332,80,Black,2500 RPM,28.49 CFM,26 dB,No
271446,110333,80,Black,2500 RPM,32.4 CFM,12 dB,No
271447,110334,120,White,800 - 1400 RPM,,19 - 26 dB,No
271448,110335,92,Black,2200 - 2800 RPM,15.19 CFM,26 dB,No
271449,110336,92,Silver,2200 RPM,40.9 CFM,,No
271450,110337,80,Green,1400 RPM,,16 dB,No
271451,110338,120,Red,1800 RPM,70.2 CFM,31.7 dB,No
271452,110339,140,Orange,1000 RPM,64.5 CFM,17.9 dB,No
271453,110340,140,White,1000 RPM,59.6 CFM,18.6 - 23.3 dB,No
271454,110341,120,Translucent Black,1200 RPM,51.02 CFM,19.6 - 25.2 dB,No
271455,110342,120,Blue,1200 RPM,51.02 CFM,19.6 - 25.2 dB,No
271456,110343,80,White,2000 RPM,25.65 CFM,17.2 - 22 dB,No
271457,110344,120,White,1200 RPM,51.02 CFM,19.6 - 25.2 dB,No
271458,110345,193,Black / White,700 RPM,89.5 CFM,20.16 dB,No
271459,110346,193,Black / White,700 RPM,89.5 CFM,20.16 dB,No
271460,110347,80,Black,2000 RPM,24.81 CFM,23 dB,No
271461,110348,140,Black / Green,900 - 1400 RPM,60.1 - 76.5 CFM,10.5 - 16.2 dB,No
271462,110349,92,Black,700 - 2200 RPM,12.78 - 39.35 CFM,10 - 25 dB,No
271463,110350,140,Clear,700 - 1500 RPM,42.37 - 90.8 CFM,15 dB,No
271464,110351,92,Black / White,900 - 2000 RPM,37.89 CFM,11 - 23.5 dB,No
271465,110352,120,Clear,800 - 1700 RPM,33.26 - 71.76 CFM,16 dB,No
271466,110353,140,Blue,750 RPM,45.4 CFM,15 dB,No
271467,110354,120,Clear,1200 RPM,53.02 CFM,14 dB,No
271468,110355,80,Clear,900 - 2500 RPM,16.59 - 38.52 CFM,17 dB,No
271469,110356,120,Translucent Black,500 - 1600 RPM,20.42 - 67.48 CFM,14 dB,No
271470,110357,120,Orange,1500 RPM,61 CFM,20 dB,No
271471,110358,80,Orange,2200 RPM,29.2 CFM,25 dB,No
271472,110359,80,Black,2200 RPM,36 CFM,24 dB,No
271473,110360,120,Black,1800 RPM,75 CFM,20 dB,No
271474,110361,92,Black,2000 RPM,37.79 CFM,24 dB,No
271475,110362,140,Black,1000 RPM,65 CFM,18 dB,No
271476,110363,120,Clear,1500 RPM,61.37 CFM,20 dB,No
271477,110364,120,Clear,1500 RPM,61.37 CFM,20 dB,No
271478,110365,80,Clear,2200 RPM,29.24 CFM,25 dB,No
271479,110366,80,Clear,2200 RPM,32.6 CFM,25 dB,No
271480,110367,120,Black,800 - 1500 RPM,61 CFM,20 dB,Yes
271481,110368,80,Clear,2200 RPM,32.6 CFM,25 dB,No
271482,110369,140,Clear,1000 RPM,60.46 CFM,16 dB,No
271483,110370,140,Black,800 - 1300 RPM,90.3 CFM,18 dB,No
271484,110371,120,White,1500 RPM,75.3 CFM,24 dB,No
271485,110372,140,Black,800 - 1300 RPM,90.3 CFM,18 dB,No
271486,110373,200,Black,800 RPM,76 CFM,18 dB,No
271487,110374,140,Orange,1000 RPM,63.5 CFM,16 dB,No
271488,110375,140,Black,1000 RPM,63.5 CFM,16 dB,No
271489,110376,200,Clear,800 RPM,76 CFM,18 dB,No
271490,110377,200,Clear,800 RPM,76 CFM,18 dB,No
271491,110378,140,Clear,1000 RPM,63.5 CFM,16 dB,No
271492,110379,200,Clear,800 RPM,76 CFM,18 dB,No
271493,110380,140,Clear,1000 RPM,60.46 CFM,16 dB,No
271494,110381,200,Clear,800 RPM,76 CFM,18 dB,No
271495,110382,200,Clear,800 RPM,76 CFM,18 dB,No
271496,110383,120,Orange,1500 RPM,75.3 CFM,24 dB,No
271497,110384,80,Clear,2200 RPM,32.6 CFM,25 dB,No
271498,110385,200,Orange,800 RPM,76 CFM,18 dB,No
271499,110386,120,Clear,1500 RPM,68.33 CFM,20 dB,No
271500,110387,120,Clear,1500 RPM,68.33 CFM,20 dB,No
271501,110388,120,Clear,1500 RPM,68.33 CFM,20 dB,No
271502,110389,120,Clear,1500 RPM,68.33 CFM,20 dB,No
271503,110390,120,Black,1500 RPM,57.91 CFM,26.6 dB,No
271504,110391,230,Black,900 RPM,97.8 CFM,20 dB,No
271505,110392,200,Black,700 RPM,47.4 CFM,20 dB,No
271506,110393,200,Black,700 RPM,47.4 CFM,20 dB,No
271507,110394,120,Black,1200 RPM,56.22 CFM,18.89 dB,No
271508,110395,200,Black,700 RPM,47.4 CFM,20 dB,No
271509,110396,200,Black,700 RPM,47.4 CFM,20 dB,No
271510,110397,200,Black,700 RPM,47.4 CFM,20 dB,No
271511,110398,40,Black,3500 RPM,5 CFM,14 dB,No
271512,110399,120,Clear,1500 RPM,35.36 CFM,22.4 dB,No
271513,110400,120,Clear,1500 RPM,35.36 CFM,22.4 dB,No
271514,110401,92,Clear,1500 RPM,,20 - 23 dB,No
271515,110402,120,Clear,1500 RPM,35.36 CFM,22.4 dB,No
271516,110403,140,Clear,1100 RPM,52.15 CFM,19.5 dB,No
271517,110404,120,Blue,1500 RPM,70.5 CFM,17.6 - 27.8 dB,No
271518,110405,80,UV Blue,1800 RPM,21.71 CFM,20 dB,No
271519,110406,80,Green,1800 RPM,21.71 CFM,20 dB,No
271520,110407,80,Red,1800 RPM,21.71 CFM,20 dB,No
271521,110408,80,Gray / Blue,900 - 2200 RPM,22.6 CFM,17.6 - 23.4 dB,No
271522,110409,80,Green,1300 RPM,,,No
271523,110410,92,Black,1500 RPM,,20 - 23 dB,No
271524,110411,92,Black / Clear,1500 RPM,,20 - 23 dB,No
271525,110412,120,Black / Clear,1200 RPM,,20 - 23 dB,No
271526,110413,92,Clear,2200 RPM,38 CFM,27 dB,No
271527,110414,80,Clear,2600 RPM,34 CFM,30 dB,No
271528,110415,120,Clear,2000 RPM,79 CFM,30 dB,No
271529,110416,140,Brown / Black,900 - 1300 RPM,28.3 - 73.6 CFM,17 - 21 dB,Yes
271530,110417,140,Brown,900 - 1300 RPM,28.3 - 73.6 CFM,17 - 21 dB,Yes
271531,110418,120,Clear,2000 RPM,79 CFM,29.8 dB,No
271532,110419,120,Translucent Black,1000 RPM,29.7 CFM,17.3 dB,No
271533,110420,80,Blue,2000 RPM,25.64 CFM,22.05 dB,No
271534,110421,80,Clear,2000 RPM,25.64 CFM,22.05 dB,No
271535,110422,120,Clear,1700 RPM,63.85 CFM,29.67 dB,No
271536,110423,80,Clear,1800 RPM,21.71 CFM,20 dB,No
271537,110424,80,Clear,2700 RPM,31.73 CFM,28 dB,No
271538,110425,80,Green,2700 RPM,31.73 CFM,28 dB,No
271539,110426,92,Black,4800 RPM,119 CFM,56.4 dB,No
271540,110427,80,Black,1950 - 3400 RPM,23.8 - 41.6 CFM,25.5 - 37.5 dB,No
271541,110428,80,Red,1800 - 3000 RPM,38.08 CFM,32.31 dB,No
271542,110429,80,Blue,900 - 1750 RPM,14.68 - 28.55 CFM,15 - 19 dB,No
271543,110430,120,Blue,400 - 950 RPM,17.75 - 42.15 CFM,15 - 18 dB,No
271544,110431,140,Clear,1000 RPM,87 CFM,18.1 dB,No
271545,110432,140,Blue,1000 RPM,87 CFM,18.1 dB,No
271546,110433,80,Clear,2700 RPM,32.65 CFM,26.5 dB,No
271547,110434,140,Clear,1500 RPM,57.12 CFM,24.7 dB,No
271548,110435,140,Clear,1000 RPM,45.32 CFM,20 dB,No
271549,110436,120,Black,2700 RPM,107.54 CFM,41.51 dB,No
271550,110437,140,Black,1500 RPM,57.12 CFM,24.7 dB,No
271551,110438,80,Black,1600 RPM,18 CFM,11 dB,No
271552,110439,120,Black,1500 RPM,50.28 CFM,21.1 dB,No
271553,110440,120,Black,1500 RPM,50.28 CFM,21.1 dB,No
271554,110441,140,Blue,1200 RPM,59.6 CFM,20.6 dB,No
271555,110442,120,Clear,1500 RPM,50.28 CFM,21.1 dB,No
271556,110443,140,Green,1200 RPM,59.6 CFM,20.6 dB,No
271557,110444,92,Translucent Blue,2000 RPM,39.79 CFM,22.5 dB,No
271558,110445,92,White,1500 RPM,31.32 CFM,20 dB,No
271559,110446,120,Green,,44.71 CFM,26 dB,No
271560,110447,140,Black / Blue,700 - 1200 RPM,71.8 CFM,17.6 - 26.7 dB,No
271561,110448,80,Clear,1800 RPM,21.71 CFM,20 dB,No
271562,110449,80,Clear,1800 RPM,21.71 CFM,20 dB,No
271563,110450,120,Gray,800 RPM,28.25 CFM,9 dB,No
271564,110451,140,Black,1200 RPM,86.73 CFM,22.8 dB,No
271565,110452,230,White,900 RPM,97.8 CFM,20 dB,No
271566,110453,140,Translucent Black,1000 RPM,59.6 CFM,18.6 - 23.3 dB,No
271567,110454,40,Translucent Blue,2800 RPM,2.88 CFM,9 dB,No
271568,110455,120,Translucent Blue,1000 RPM,40.61 CFM,13 dB,No
271569,110456,120,Translucent Blue,1500 RPM,57.68 CFM,24 dB,No
271570,110457,120,Translucent Blue,2000 RPM,75.33 CFM,31 dB,Yes
271571,110458,140,Translucent Blue,1100 RPM,50.02 CFM,20 dB,No
271572,110459,92,Translucent Blue,1800 RPM,38.25 CFM,21 dB,No
271573,110460,80,Translucent Blue,1300 RPM,15.3 CFM,10 dB,No
271574,110461,80,Translucent Blue,1800 RPM,26.48 CFM,18 dB,No
271575,110462,80,Translucent Gray,1200 RPM,17.65 CFM,8 dB,No
271576,110463,80,Translucent Gray,1700 RPM,27.66 CFM,15 dB,No
271577,110464,80,Translucent Gray,2000 RPM,31.78 CFM,17 dB,Yes
271578,110465,120,Translucent Gray,1800 RPM,72.98 CFM,27 dB,No
271579,110466,120,Translucent Gray,2000 RPM,78.28 CFM,29 dB,Yes
271580,110467,120,Translucent Gray,1500 RPM,58.85 CFM,23 dB,Yes
271581,110468,120,White,1500 RPM,58.09 CFM,21 dB,Yes
271582,110469,120,White,2000 RPM,77.92 CFM,28 dB,Yes
271583,110470,40,Black,2800 RPM,4.12 CFM,14 dB,No
271584,110471,140,Black,1500 RPM,71.22 CFM,29 dB,Yes
271585,110472,80,Black,2500 RPM,30.6 CFM,26 dB,Yes
271586,110473,80,Black,1500 RPM,17.24 CFM,15 dB,No
271587,110474,80,Black,2000 RPM,31.78 CFM,18 dB,Yes
271588,110475,92,Black,1300 RPM,24.72 CFM,14 dB,No
271589,110476,120,Black,900 RPM,40.02 CFM,12 dB,No
271590,110477,140,Black,700 RPM,28.84 CFM,9 dB,No
271591,110478,140,Black,1200 RPM,32.37 CFM,22 dB,No
271592,110479,80,Clear,2300 RPM,31.62 CFM,26 dB,No
