power_supply_id,product_id,form_factor,efficiency_rating,wattage,modular,color
350101,136678,ATX,80+ Gold,750 W,Full,Black
350102,136679,ATX,80+ Bronze,550 W,Semi,
350103,136680,ATX,80+ Gold,650 W,Full,Black / Silver
350104,136681,ATX,80+ Bronze,500 W,No,
350105,136682,ATX,80+ Bronze,650 W,Semi,
350106,136683,ATX,80+ Gold,750 W,Full,
350107,136684,ATX,80+ Bronze,600 W,Semi,
350108,136685,ATX,80+ Gold,850 W,Full,Black
350109,136686,ATX,80+ Bronze,450 W,Semi,
350110,136687,ATX,80+ Gold,650 W,Full,
350111,136688,ATX,80+ Gold,550 W,Full,
350112,136689,ATX,80+ Gold,650 W,Full,Black
350113,136690,ATX,80+ Titanium,1600 W,Full,
350114,136691,ATX,80+ Gold,550 W,Semi,
350115,136692,ATX,80+ Gold,850 W,Full,Black
350116,136693,ATX,80+,500 W,No,
350117,136694,ATX,80+ Gold,750 W,Full,Black
350118,136695,ATX,80+ Bronze,600 W,No,
350119,136696,ATX,80+ Bronze,450 W,No,
350120,136697,ATX,80+ Gold,650 W,Semi,
350121,136698,ATX,80+ Bronze,750 W,Semi,
350122,136699,ATX,80+ Gold,650 W,Semi,
350123,136700,ATX,80+,550 W,No,
350124,136701,ATX,80+ Bronze,550 W,No,
350125,136702,SFX,80+ Platinum,600 W,Full,Black
350126,136703,ATX,80+,500 W,No,
350127,136704,ATX,80+ Platinum,1000 W,Full,
350128,136705,ATX,,400 W,No,
350129,136706,ATX,80+ Platinum,1200 W,Full,Black
350130,136707,ATX,80+ Bronze,520 W,Full,
350131,136708,ATX,80+,600 W,No,
350132,136709,ATX,80+ Gold,850 W,Full,
350133,136710,ATX,80+ Bronze,450 W,No,
350134,136711,ATX,80+ Bronze,500 W,Semi,
350135,136712,SFX,80+ Platinum,750 W,Full,
350136,136713,ATX,80+ Gold,750 W,Full,White / Black
350137,136714,ATX,80+ Gold,600 W,No,Black
350138,136715,ATX,80+ Gold,550 W,Full,Black / Silver
350139,136716,ATX,80+ Gold,500 W,No,Black
350140,136717,ATX,80+,650 W,No,
350141,136718,SFX,80+ Gold,550 W,Full,Black
350142,136719,ATX,80+ Gold,650 W,Full,Black
350143,136720,ATX,80+ Gold,700 W,No,Black
350144,136721,ATX,80+ Gold,1000 W,Full,
350145,136722,ATX,80+,450 W,No,
350146,136723,ATX,80+ Gold,750 W,Semi,
350147,136724,ATX,80+ Platinum,750 W,Full,
350148,136725,ATX,80+ Gold,850 W,Full,White / Black
350149,136726,ATX,80+ Gold,1300 W,Full,
350150,136727,ATX,80+ Bronze,650 W,Semi,
350151,136728,SFX,80+ Gold,450 W,Full,Black
350152,136729,ATX,80+ Gold,650 W,Full,Black / Green
350153,136730,ATX,80+ Bronze,750 W,Full,
350154,136731,ATX,80+ Gold,650 W,Full,
350155,136732,ATX,80+ Titanium,1000 W,Full,Black / Silver
350156,136733,ATX,80+ Bronze,650 W,No,
350157,136734,SFX,80+ Gold,600 W,Full,
350158,136735,ATX,80+ Gold,750 W,Semi,
350159,136736,ATX,80+ Bronze,500 W,No,Black
350160,136737,ATX,80+ Gold,750 W,Semi,Black
350161,136738,ATX,80+ Gold,750 W,Full,Black
350162,136739,ATX,80+ Titanium,1600 W,Full,
350163,136740,SFX,80+ Gold,650 W,Full,Black
350164,136741,ATX,80+ Platinum,850 W,Full,
350165,136742,ATX,,300 W,No,
350166,136743,ATX,80+ Gold,750 W,Full,
350167,136744,ATX,80+ Gold,550 W,Full,
350168,136745,ATX,80+ Bronze,750 W,Semi,
350169,136746,ATX,80+ Bronze,700 W,No,
350170,136747,ATX,80+ Gold,1000 W,Full,
350171,136748,ATX,80+ Bronze,400 W,No,Black
350172,136749,ATX,80+ Gold,750 W,Full,
350173,136750,ATX,80+ Gold,650 W,Full,Black
350174,136751,ATX,80+ Bronze,700 W,Semi,Black
350175,136752,ATX,80+ Bronze,550 W,Full,
350176,136753,ATX,80+ Gold,750 W,Full,Black
350177,136754,ATX,80+ Gold,650 W,Full,
350178,136755,ATX,80+ Platinum,750 W,Full,
350179,136756,ATX,80+ Platinum,1200 W,Full,
350180,136757,ATX,80+,600 W,No,
350181,136758,ATX,80+ Bronze,750 W,Full,
350182,136759,ATX,80+ Platinum,750 W,Full,
350183,136760,ATX,80+ Gold,500 W,Semi,Black
350184,136761,ATX,80+ Bronze,550 W,Semi,
350185,136762,ATX,80+,700 W,No,
350186,136763,ATX,80+ Titanium,650 W,Full,
350187,136764,SFX,80+ Platinum,450 W,Full,Black
350188,136765,ATX,80+ Platinum,1200 W,Full,
350189,136766,ATX,80+ Platinum,2000 W,Full,
350190,136767,ATX,80+ Titanium,850 W,Full,Black / Silver
350191,136768,ATX,80+ Gold,550 W,Full,Black
350192,136769,ATX,,480 W,No,
350193,136770,ATX,80+ Gold,1800 W,Full,Black
350194,136771,ATX,80+,600 W,No,
350195,136772,ATX,80+ Bronze,500 W,No,Black
350196,136773,ATX,80+ Bronze,450 W,No,
350197,136774,ATX,80+ Bronze,550 W,No,Black
350198,136775,ATX,80+ Titanium,1500 W,Full,
350199,136776,ATX,80+ Bronze,500 W,No,Black
350200,136777,ATX,80+ Gold,600 W,Semi,Black
350201,136778,ATX,80+ Gold,750 W,Full,
350202,136779,ATX,80+ Bronze,650 W,Semi,
350203,136780,ATX,80+ Gold,850 W,Full,
350204,136781,ATX,80+,400 W,No,Black
350205,136782,SFX,80+ Gold,450 W,Full,
350206,136783,ATX,80+,500 W,No,Black
350207,136784,ATX,80+ Bronze,600 W,Semi,
350208,136785,ATX,80+ Gold,550 W,Full,Black
350209,136786,ATX,80+ Gold,850 W,Full,
350210,136787,ATX,80+ Bronze,620 W,Full,
350211,136788,ATX,80+ Bronze,600 W,Semi,
350212,136789,ATX,80+ Titanium,750 W,Full,
350213,136790,ATX,80+ Platinum,850 W,Full,Black / Red
350214,136791,ATX,80+ Gold,650 W,Semi,
350215,136792,ATX,80+ Platinum,1600 W,Full,
350216,136793,SFX,80+ Bronze,300 W,No,
350217,136794,ATX,80+ Bronze,650 W,No,
350218,136795,ATX,80+ Platinum,850 W,Full,
350219,136796,ATX,80+ Gold,850 W,Full,Black / Green
350220,136797,ATX,80+ Bronze,750 W,No,
350221,136798,ATX,80+ Bronze,620 W,No,
350222,136799,SFX,80+ Gold,650 W,Full,Black
350223,136800,ATX,80+ Bronze,650 W,No,Black
350224,136801,ATX,80+ Gold,650 W,Full,
350225,136802,ATX,80+ Gold,650 W,Full,Black
350226,136803,ATX,80+ Bronze,850 W,Full,
350227,136804,ATX,80+ Gold,650 W,Full,
350228,136805,ATX,,650 W,No,
350229,136806,ATX,80+ Platinum,1300 W,Full,Black
350230,136807,ATX,80+ Titanium,1000 W,Full,
350231,136808,ATX,80+ Gold,850 W,Full,
350232,136809,ATX,80+ Gold,500 W,No,Black
350233,136810,ATX,80+ Gold,650 W,Full,
350234,136811,ATX,80+ Platinum,650 W,Full,
350235,136812,ATX,80+ Gold,750 W,Full,Black / Green
350236,136813,ATX,80+ Gold,1000 W,No,
350237,136814,ATX,80+ Bronze,650 W,Full,
350238,136815,ATX,80+ Gold,450 W,Semi,
350239,136816,ATX,80+ Platinum,1000 W,Full,
350240,136817,ATX,80+ Platinum,1000 W,Full,
350241,136818,ATX,80+,450 W,No,Black
350242,136819,ATX,80+ Titanium,1000 W,Full,
350243,136820,ATX,80+ Platinum,850 W,Full,
350244,136821,SFX,80+ Bronze,450 W,No,
350245,136822,ATX,80+ Platinum,650 W,Full,
350246,136823,ATX,80+ Titanium,850 W,Full,
350247,136824,ATX,80+ Bronze,400 W,No,Black
350248,136825,ATX,80+ Bronze,500 W,Semi,
350249,136826,ATX,80+ Gold,1050 W,Full,
350250,136827,ATX,80+ Gold,550 W,Full,
350251,136828,ATX,80+ Gold,850 W,Full,
350252,136829,ATX,80+ Platinum,850 W,Full,
350253,136830,ATX,80+ Gold,650 W,Full,Black
350254,136831,ATX,80+ Bronze,500 W,No,
350255,136832,ATX,80+ Bronze,550 W,Semi,
350256,136833,ATX,,750 W,No,
350257,136834,ATX,80+ Bronze,520 W,Full,Black
350258,136835,ATX,80+ Gold,850 W,Semi,
350259,136836,ATX,80+ Bronze,535 W,Semi,Black / Blue
350260,136837,ATX,80+ Bronze,550 W,No,Black
350261,136838,ATX,80+ Bronze,600 W,No,Black
350262,136839,ATX,80+ Gold,750 W,Full,Black / Red
350263,136840,ATX,80+ Silver,650 W,Semi,Black
350264,136841,ATX,80+ Gold,750 W,Full,
350265,136842,ATX,80+ Gold,750 W,Full,Black
350266,136843,ATX,,500 W,No,
350267,136844,ATX,,550 W,No,
350268,136845,ATX,80+ Bronze,600 W,No,
350269,136846,ATX,80+,700 W,No,
350270,136847,ATX,,500 W,No,Black
350271,136848,SFX,80+ Gold,450 W,Full,Black
350272,136849,ATX,80+ Bronze,750 W,Semi,Black / White
350273,136850,ATX,80+,400 W,No,Black
350274,136851,ATX,80+ Titanium,850 W,Full,
350275,136852,ATX,80+ Bronze,450 W,No,Black
350276,136853,ATX,80+ Gold,550 W,Full,
350277,136854,ATX,80+ Platinum,1200 W,Full,Black / Silver
350278,136855,ATX,,350 W,No,
350279,136856,ATX,80+ Gold,550 W,Full,White
350280,136857,ATX,80+ Gold,550 W,Full,
350281,136858,ATX,80+ Gold,850 W,Full,Black
350282,136859,ATX,80+ Gold,850 W,Full,
350283,136860,ATX,80+ Bronze,520 W,No,
350284,136861,ATX,80+ Gold,750 W,Full,
350285,136862,SFX,80+ Gold,500 W,Full,
350286,136863,ATX,80+ Platinum,1200 W,Full,
350287,136864,ATX,80+ Platinum,1200 W,Full,
350288,136865,ATX,80+ Gold,600 W,Semi,
350289,136866,ATX,80+,430 W,No,
350290,136867,ATX,80+ Gold,650 W,Full,Black / Yellow
350291,136868,ATX,80+ Gold,550 W,Full,
350292,136869,ATX,80+ Gold,850 W,Semi,
350293,136870,ATX,80+,600 W,No,
350294,136871,ATX,80+ Bronze,1000 W,Semi,
350295,136872,ATX,80+,500 W,No,Black
350296,136873,ATX,80+ Gold,650 W,Semi,Black
350297,136874,ATX,,500 W,No,
350298,136875,ATX,80+ Bronze,800 W,Semi,
350299,136876,ATX,80+ Bronze,850 W,Semi,
350300,136877,ATX,80+ Bronze,750 W,Semi,Black
350301,136878,ATX,80+ Gold,1000 W,Full,
350302,136879,ATX,80+ Gold,1000 W,Full,
350303,136880,ATX,80+ Platinum,1200 W,Full,Black
350304,136881,ATX,80+ Gold,750 W,Semi,
350305,136882,ATX,80+ Platinum,550 W,Full,
350306,136883,ATX,80+ Bronze,750 W,No,
350307,136884,ATX,80+,500 W,No,
350308,136885,ATX,80+ Gold,1000 W,Semi,
350309,136886,SFX,80+ Titanium,800 W,Full,
350310,136887,ATX,80+ Titanium,600 W,Full,Black
350311,136888,ATX,80+ Bronze,650 W,Semi,Black
350312,136889,ATX,80+ Bronze,700 W,No,
350313,136890,ATX,80+ Platinum,750 W,Full,
350314,136891,ATX,80+ Gold,600 W,Semi,Black
350315,136892,ATX,80+ Platinum,650 W,Full,Black
350316,136893,ATX,80+ Bronze,300 W,No,Black
350317,136894,ATX,80+ Gold,1000 W,Full,Black
350318,136895,ATX,80+ Gold,650 W,Full,Black
350319,136896,ATX,80+ Gold,650 W,Full,Black / Red
350320,136897,ATX,80+ Bronze,500 W,No,
350321,136898,ATX,80+ Gold,600 W,No,Black
350322,136899,ATX,80+ Bronze,500 W,No,Black
350323,136900,ATX,80+ Gold,1200 W,Full,
350324,136901,ATX,80+ Gold,500 W,Full,Black
350325,136902,ATX,80+ Gold,1300 W,Full,
350326,136903,ATX,,500 W,No,
350327,136904,ATX,80+ Gold,550 W,Semi,
350328,136905,ATX,80+ Bronze,600 W,Semi,Black / Red
350329,136906,ATX,80+ Gold,400 W,Semi,Black
350330,136907,ATX,80+ Platinum,550 W,Full,Black
350331,136908,ATX,80+ Gold,850 W,Full,
350332,136909,ATX,80+ Gold,1200 W,Semi,
350333,136910,ATX,80+ Bronze,430 W,Semi,
350334,136911,ATX,,450 W,No,
350335,136912,ATX,80+ Bronze,450 W,Full,
350336,136913,ATX,80+ Bronze,550 W,No,Black
350337,136914,ATX,80+ Bronze,500 W,No,Black
350338,136915,ATX,80+ Gold,550 W,Semi,Black
350339,136916,ATX,80+ Bronze,500 W,No,Black
350340,136917,ATX,80+ Silver,750 W,Semi,
350341,136918,ATX,80+,500 W,No,Black
350342,136919,ATX,80+ Titanium,800 W,Full,
350343,136920,ATX,80+ Platinum,760 W,Full,Black
350344,136921,ATX,80+ Bronze,450 W,No,Black
350345,136922,ATX,80+ Gold,850 W,Full,
350346,136923,ATX,80+ Gold,650 W,Full,
350347,136924,ATX,80+ Gold,750 W,Full,
350348,136925,ATX,80+ Gold,650 W,Full,Black
350349,136926,ATX,80+ Gold,750 W,Full,
350350,136927,ATX,80+ Gold,550 W,Full,Black
350351,136928,ATX,80+ Bronze,650 W,No,Black
350352,136929,ATX,80+ Titanium,1500 W,Full,
350353,136930,ATX,80+ Gold,850 W,Full,
350354,136931,ATX,80+ Gold,400 W,No,Black
350355,136932,ATX,80+ Bronze,650 W,Full,
350356,136933,ATX,80+,600 W,No,
350357,136934,ATX,80+ Gold,600 W,No,Black
350358,136935,SFX,80+ Gold,450 W,Full,
350359,136936,ATX,80+ Gold,750 W,Full,Black
350360,136937,ATX,80+ Gold,850 W,Full,
350361,136938,SFX,80+ Gold,500 W,Full,Black
350362,136939,ATX,80+ Bronze,850 W,Full,
350363,136940,ATX,80+ Gold,550 W,Full,
350364,136941,ATX,80+ Gold,650 W,Full,Black
350365,136942,ATX,80+ Titanium,1250 W,Full,
350366,136943,ATX,80+ Gold,550 W,Full,Black
350367,136944,ATX,,650 W,No,
350368,136945,ATX,80+ Bronze,650 W,No,Black
350369,136946,ATX,80+,500 W,No,Black
350370,136947,ATX,80+ Gold,650 W,Full,
350371,136948,ATX,80+ Gold,1000 W,Full,Black / Green
350372,136949,ATX,80+ Gold,550 W,Full,Black
350373,136950,ATX,80+ Platinum,760 W,Full,
350374,136951,ATX,,430 W,No,
350375,136952,ATX,80+ Platinum,860 W,Full,Black
350376,136953,ATX,80+ Gold,1000 W,Full,Black
350377,136954,ATX,80+ Bronze,535 W,Semi,Black
350378,136955,ATX,80+ Gold,850 W,Full,Black
350379,136956,ATX,,530 W,Semi,
350380,136957,ATX,80+ Gold,1600 W,Full,
350381,136958,ATX,80+ Gold,650 W,Full,
350382,136959,ATX,80+ Platinum,1000 W,Full,Black
350383,136960,ATX,80+ Gold,650 W,Full,
350384,136961,ATX,,400 W,No,
350385,136962,SFX,80+ Gold,650 W,Full,Black
350386,136963,ATX,80+ Platinum,860 W,Full,
350387,136964,ATX,,550 W,No,
350388,136965,ATX,80+ Bronze,700 W,Semi,
350389,136966,ATX,80+ Gold,650 W,Full,
350390,136967,Flex ATX,80+ Gold,400 W,No,
350391,136968,ATX,80+ Gold,750 W,Full,Black
350392,136969,ATX,80+ Bronze,750 W,Semi,
350393,136970,ATX,80+ Platinum,850 W,Semi,
350394,136971,ATX,80+ Gold,1000 W,Full,
350395,136972,ATX,80+ Titanium,1300 W,Full,Black / Blue
350396,136973,ATX,80+ Gold,850 W,Full,Black / Silver
350397,136974,ATX,80+ Gold,700 W,Semi,Black
350398,136975,ATX,80+ Platinum,750 W,Full,Black
350399,136976,ATX,80+ Gold,650 W,Full,
350400,136977,ATX,80+ Gold,650 W,Full,
350401,136978,ATX,80+ Platinum,660 W,Full,Black
350402,136979,SFX,80+ Gold,600 W,Full,
350403,136980,ATX,80+ Bronze,500 W,No,Black / Gold
350404,136981,ATX,80+ Gold,1200 W,No,
350405,136982,ATX,80+ Gold,750 W,Full,
350406,136983,ATX,80+ Gold,850 W,Full,Black
350407,136984,ATX,80+ Gold,750 W,No,
350408,136985,ATX,80+ Bronze,850 W,Semi,Black / White
350409,136986,ATX,80+ Gold,750 W,Full,
350410,136987,ATX,80+ Gold,850 W,Full,
350411,136988,ATX,,450 W,No,
350412,136989,ATX,80+ Gold,450 W,Full,
350413,136990,ATX,80+ Bronze,850 W,Semi,
350414,136991,ATX,80+ Titanium,1000 W,Full,Black
350415,136992,ATX,80+ Bronze,500 W,Semi,Black
350416,136993,ATX,80+ Platinum,1200 W,Full,Black
350417,136994,ATX,80+ Gold,750 W,No,
350418,136995,ATX,80+ Bronze,550 W,No,Black
350419,136996,ATX,,550 W,No,
350420,136997,ATX,80+ Bronze,550 W,No,Black
350421,136998,ATX,80+ Bronze,650 W,No,Black
350422,136999,ATX,,600 W,No,
350423,137000,ATX,80+ Titanium,700 W,Full,
350424,137001,ATX,80+ Bronze,635 W,Semi,
350425,137002,ATX,80+ Bronze,700 W,No,Black
350426,137003,ATX,80+ Bronze,450 W,No,
350427,137004,ATX,80+ Titanium,750 W,Full,White
350428,137005,ATX,80+,600 W,No,Black
350429,137006,ATX,80+ Bronze,735 W,Semi,
350430,137007,ATX,80+ Platinum,750 W,Full,Black
350431,137008,ATX,80+ Gold,750 W,Full,
350432,137009,ATX,80+ Bronze,750 W,Semi,Black
350433,137010,ATX,,550 W,No,
350434,137011,ATX,,350 W,No,
350435,137012,ATX,80+ Platinum,1000 W,Full,
350436,137013,ATX,80+ Bronze,600 W,No,
350437,137014,ATX,80+ Gold,800 W,Semi,
350438,137015,ATX,80+ Bronze,600 W,Full,
350439,137016,ATX,80+,500 W,No,
350440,137017,ATX,80+ Gold,650 W,Semi,
350441,137018,Flex ATX,80+ Gold,300 W,No,
350442,137019,ATX,80+ Gold,550 W,Full,
350443,137020,ATX,80+ Bronze,650 W,No,
350444,137021,ATX,80+ Gold,850 W,Full,
350445,137022,ATX,80+ Platinum,550 W,Full,
350446,137023,ATX,80+,700 W,No,
350447,137024,ATX,80+ Bronze,1050 W,Semi,Black
350448,137025,ATX,80+ Silver,600 W,Semi,
350449,137026,ATX,80+ Platinum,1000 W,Full,Black / Silver
350450,137027,ATX,80+ Bronze,735 W,Semi,Black
350451,137028,ATX,80+ Platinum,750 W,Semi,
350452,137029,ATX,80+ Platinum,650 W,Semi,
350453,137030,ATX,80+ Platinum,860 W,Full,
350454,137031,ATX,80+ Gold,750 W,Semi,
350455,137032,ATX,80+,500 W,No,
350456,137033,ATX,80+ Gold,650 W,Semi,
350457,137034,ATX,80+ Gold,700 W,No,Black
350458,137035,ATX,80+ Gold,650 W,Semi,Black / Blue
350459,137036,ATX,80+ Gold,750 W,Full,Black / Yellow
350460,137037,ATX,80+ Gold,650 W,Full,Black
350461,137038,ATX,80+ Platinum,400 W,Full,
350462,137039,ATX,80+ Bronze,500 W,No,
350463,137040,SFX,,250 W,No,
350464,137041,ATX,80+ Platinum,1050 W,Full,Black
350465,137042,ATX,80+ Bronze,550 W,No,Black
350466,137043,ATX,80+,500 W,No,Black / Red
350467,137044,ATX,80+ Gold,750 W,Full,
350468,137045,ATX,80+ Bronze,550 W,Semi,
350469,137046,ATX,80+ Gold,850 W,Full,
350470,137047,ATX,80+ Bronze,550 W,No,Black
350471,137048,ATX,,730 W,Semi,
350472,137049,ATX,80+ Gold,550 W,No,Black
350473,137050,ATX,80+ Gold,1600 W,Semi,
350474,137051,ATX,80+ Gold,550 W,Semi,
350475,137052,ATX,80+ Gold,650 W,Full,
350476,137053,ATX,80+ Gold,1050 W,Semi,
350477,137054,ATX,80+ Bronze,600 W,No,Black
350478,137055,ATX,80+ Bronze,500 W,Semi,Black
350479,137056,ATX,80+ Gold,550 W,No,
350480,137057,ATX,80+ Platinum,1200 W,Semi,
350481,137058,ATX,80+ Gold,750 W,Full,Black / Silver
350482,137059,ATX,80+ Bronze,550 W,No,Black
350483,137060,ATX,80+ Bronze,750 W,No,
350484,137061,ATX,80+ Bronze,750 W,No,
350485,137062,ATX,80+ Platinum,850 W,Semi,Black
350486,137063,ATX,80+ Bronze,700 W,No,
350487,137064,ATX,80+ Gold,1000 W,Full,
350488,137065,ATX,80+ Platinum,850 W,Full,Black
350489,137066,ATX,80+ Gold,850 W,Full,Silver / Black
350490,137067,ATX,80+,550 W,No,
350491,137068,SFX,80+ Gold,600 W,Full,Black
350492,137069,ATX,80+ Bronze,550 W,No,
350493,137070,ATX,80+ Gold,1300 W,Full,Black
350494,137071,ATX,80+ Gold,650 W,Semi,
350495,137072,ATX,80+ Platinum,850 W,Full,Black
350496,137073,ATX,80+ Gold,750 W,Full,Black
350497,137074,ATX,80+ Bronze,1000 W,Semi,
350498,137075,ATX,,400 W,No,
350499,137076,ATX,80+ Titanium,850 W,Full,Black
350500,137077,ATX,80+ Platinum,1000 W,Full,Black
350501,137078,ATX,80+ Gold,850 W,Full,Black
350502,137079,ATX,80+ Platinum,850 W,Full,
350503,137080,ATX,80+ Bronze,350 W,No,Black
350504,137081,ATX,80+ Bronze,650 W,Semi,
350505,137082,ATX,80+ Bronze,650 W,No,Black
350506,137083,ATX,80+ Bronze,450 W,Semi,Black
350507,137084,ATX,80+ Gold,800 W,Semi,
350508,137085,ATX,80+ Platinum,750 W,Semi,Black
350509,137086,ATX,80+ Bronze,380 W,No,
350510,137087,ATX,80+ Bronze,450 W,No,Black
350511,137088,ATX,80+ Bronze,650 W,No,Black
350512,137089,ATX,80+ Gold,650 W,Full,Black
350513,137090,ATX,,500 W,No,
350514,137091,SFX,80+ Bronze,450 W,No,Black
350515,137092,ATX,80+ Platinum,1250 W,Full,Black
350516,137093,ATX,80+ Bronze,850 W,Semi,
350517,137094,Micro ATX,,300 W,No,
350518,137095,ATX,80+,500 W,No,
350519,137096,ATX,80+ Gold,750 W,Full,
350520,137097,ATX,80+ Bronze,750 W,No,Black
350521,137098,ATX,80+ Gold,750 W,Semi,
350522,137099,ATX,,650 W,No,
350523,137100,ATX,80+ Gold,650 W,Full,Black
350524,137101,ATX,80+ Gold,1000 W,Full,
350525,137102,ATX,80+ Gold,850 W,Full,Black / Yellow
350526,137103,ATX,80+ Gold,1000 W,Full,Silver / Black
350527,137104,Flex ATX,80+ Platinum,600 W,No,Silver
350528,137105,ATX,80+ Platinum,1000 W,Semi,
350529,137106,ATX,,750 W,Semi,
350530,137107,SFX,80+ Gold,650 W,Full,
350531,137108,ATX,80+ Bronze,550 W,No,Black
350532,137109,ATX,80+ Gold,550 W,Semi,
350533,137110,ATX,80+ Gold,850 W,Full,
350534,137111,ATX,80+ Bronze,650 W,Semi,
350535,137112,SFX,80+ Platinum,700 W,Full,
350536,137113,ATX,80+ Gold,650 W,No,Black
350537,137114,ATX,80+ Titanium,600 W,Full,
350538,137115,ATX,80+ Gold,750 W,Semi,Black
350539,137116,ATX,80+,600 W,No,Black / Red
350540,137117,ATX,80+ Gold,650 W,Semi,Black
350541,137118,ATX,80+ Platinum,1000 W,Semi,Black
350542,137119,ATX,80+ Gold,750 W,Semi,Black
350543,137120,ATX,80+ Gold,500 W,No,Black
350544,137121,ATX,80+ Gold,850 W,Full,Black
350545,137122,ATX,,450 W,No,
350546,137123,ATX,80+ Bronze,750 W,No,Black
350547,137124,ATX,80+ Bronze,500 W,No,
350548,137125,ATX,80+,430 W,No,
350549,137126,ATX,80+ Gold,1600 W,Full,
350550,137127,ATX,80+ Gold,550 W,Semi,Black
350551,137128,ATX,80+ Bronze,600 W,No,Black
350552,137129,ATX,,450 W,No,
350553,137130,ATX,80+ Gold,650 W,Full,
350554,137131,ATX,80+,600 W,No,
350555,137132,ATX,80+ Gold,850 W,Full,
350556,137133,ATX,80+ Gold,750 W,Full,Black
350557,137134,ATX,,630 W,Semi,
350558,137135,ATX,80+ Gold,750 W,Full,
350559,137136,ATX,,500 W,No,Black / Red
350560,137137,ATX,80+ Gold,700 W,No,Black / Gold
350561,137138,ATX,80+ Silver,600 W,No,
350562,137139,Flex ATX,80+ Gold,350 W,No,Black
350563,137140,ATX,80+ Platinum,650 W,Full,Black
350564,137141,ATX,80+ Gold,500 W,Semi,Black
350565,137142,ATX,80+ Bronze,550 W,Semi,
350566,137143,ATX,80+ Gold,550 W,Full,
350567,137144,ATX,80+ Titanium,1250 W,Full,
350568,137145,ATX,80+ Gold,750 W,No,
350569,137146,ATX,80+ Platinum,1300 W,Full,
350570,137147,ATX,,650 W,No,
350571,137148,ATX,80+,450 W,No,Black
350572,137149,ATX,80+ Gold,650 W,No,
350573,137150,ATX,80+,600 W,No,
350574,137151,ATX,80+ Platinum,550 W,Full,Black
350575,137152,ATX,80+ Titanium,750 W,Full,
350576,137153,ATX,,450 W,No,Black
350577,137154,TFX,80+ Bronze,300 W,No,Black
350578,137155,ATX,80+ Gold,750 W,Full,
350579,137156,ATX,80+ Bronze,550 W,No,Black
350580,137157,ATX,80+ Gold,500 W,No,Black / Gold
350581,137158,ATX,80+ Gold,650 W,No,Black
350582,137159,ATX,80+ Gold,550 W,Full,
350583,137160,ATX,80+ Gold,450 W,Full,
350584,137161,ATX,80+ Bronze,650 W,No,
350585,137162,ATX,80+ Bronze,430 W,No,
350586,137163,ATX,80+ Bronze,430 W,No,
350587,137164,ATX,80+ Bronze,750 W,No,
350588,137165,ATX,80+ Platinum,1200 W,Full,
350589,137166,ATX,80+ Gold,550 W,Full,
350590,137167,ATX,80+ Platinum,1350 W,Full,Black
350591,137168,ATX,80+,600 W,No,
350592,137169,ATX,80+ Bronze,850 W,Semi,
350593,137170,ATX,80+ Gold,550 W,Semi,
350594,137171,ATX,80+ Gold,750 W,No,Black
350595,137172,ATX,80+ Platinum,550 W,Semi,
350596,137173,ATX,80+ Platinum,850 W,Full,Black
350597,137174,ATX,80+ Gold,750 W,No,Black / Yellow
350598,137175,ATX,80+ Bronze,650 W,Semi,
350599,137176,SFX,80+ Gold,450 W,Full,Black
350600,137177,ATX,80+ Gold,550 W,No,
350601,137178,ATX,80+ Bronze,650 W,No,Black
350602,137179,ATX,80+ Bronze,300 W,No,
350603,137180,ATX,80+,650 W,No,
350604,137181,ATX,80+ Gold,750 W,Full,
350605,137182,ATX,80+ Bronze,700 W,Semi,Black
350606,137183,ATX,80+ Silver,1600 W,Semi,
350607,137184,ATX,80+ Gold,650 W,No,Black
350608,137185,ATX,80+ Gold,450 W,No,
350609,137186,ATX,80+ Platinum,1000 W,Full,Black
350610,137187,ATX,80+ Gold,550 W,Semi,Black
350611,137188,ATX,80+ Gold,550 W,No,Black / Yellow
350612,137189,ATX,80+ Gold,650 W,Full,
350613,137190,ATX,80+ Gold,750 W,Full,
350614,137191,ATX,80+ Gold,750 W,Semi,
350615,137192,SFX,80+ Platinum,450 W,Full,Black / Blue
350616,137193,ATX,80+ Bronze,850 W,Semi,
350617,137194,ATX,80+ Bronze,450 W,No,
350618,137195,ATX,80+ Bronze,750 W,Semi,
350619,137196,ATX,80+ Platinum,650 W,Full,White
350620,137197,ATX,80+ Gold,400 W,No,
350621,137198,ATX,80+ Gold,1200 W,Semi,
350622,137199,ATX,,430 W,No,
350623,137200,ATX,80+ Bronze,500 W,No,
350624,137201,ATX,80+ Bronze,450 W,No,
350625,137202,ATX,80+ Bronze,400 W,Semi,
350626,137203,ATX,80+ Gold,650 W,Full,
350627,137204,ATX,80+ Bronze,1000 W,Full,
350628,137205,ATX,80+ Gold,850 W,Semi,
350629,137206,Mini ITX,80+ Bronze,300 W,No,
350630,137207,ATX,80+ Gold,650 W,Semi,
350631,137208,ATX,80+ Bronze,700 W,No,Black / White
350632,137209,ATX,80+,550 W,No,
350633,137210,ATX,,500 W,No,
350634,137211,ATX,80+ Gold,500 W,Semi,Black
350635,137212,ATX,80+ Bronze,550 W,Semi,Black
350636,137213,ATX,80+ Bronze,750 W,Semi,
350637,137214,ATX,80+ Platinum,460 W,Full,
350638,137215,Flex ATX,80+ Silver,500 W,No,
350639,137216,ATX,80+ Platinum,1200 W,Full,
350640,137217,ATX,80+ Gold,750 W,Full,Black
