internal_harddrive_id,product_id,capacity,price_per_gb,harddrive_type,cache,form_factor,interface
301921,117267,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301922,117268,300 GB,,10000 RPM,64 MB,2.5 in,SATA 6 Gb/s
301923,117269,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301924,117270,14 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301925,117271,960 GB,0.24,SSD,,2.5 in,SATA 6 Gb/s
301926,117272,1.92 TB,0.21,SSD,,2.5 in,SATA 6 Gb/s
301927,117273,160 GB,0.25,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
301928,117274,2 TB,,SSD,,2.5 in,SATA 6 Gb/s
301929,117275,250 GB,0.15,5400 RPM,8 MB,3.5 in,SATA 3 Gb/s
301930,117276,640 GB,0.07,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301931,117277,480 GB,0.39,SSD,,2.5 in,SATA 6 Gb/s
301932,117278,512 GB,0.48,SSD,,M.2-2280,M.2 (B+M)
301933,117279,240 GB,2.82,SSD,,2.5 in,SATA 6 Gb/s
301934,117280,480 GB,0.7,SSD,,2.5 in,SATA 6 Gb/s
301935,117281,1 TB,0.87,SSD,,2.5 in,SATA 6 Gb/s
301936,117282,960 GB,0.19,SSD,,2.5 in,SATA 6 Gb/s
301937,117283,512 GB,1.89,SSD,768 MB,2.5 in,SATA 6 Gb/s
301938,117284,64 GB,0.94,SSD,,M.2-2260,M.2 (B+M)
301939,117285,1 TB,0.05,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
301940,117286,2 TB,0.23,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301941,117287,500 GB,0.12,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301942,117288,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301943,117289,160 GB,1.06,SSD,,2.5 in,SATA 6 Gb/s
301944,117290,1 TB,0.16,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301945,117291,6 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301946,117292,100 GB,2.55,SSD,,2.5 in,SATA 6 Gb/s
301947,117293,80 GB,1.8,SSD,,2.5 in,SATA 6 Gb/s
301948,117294,240 GB,0.95,SSD,,M.2-2280,M.2 (B+M)
301949,117295,256 GB,1.75,SSD,512 MB,2.5 in,SATA 6 Gb/s
301950,117296,2 TB,0.1,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301951,117297,120 GB,2.24,SSD,,2.5 in,SATA 6 Gb/s
301952,117298,128 GB,1.48,SSD,,M.2-2280,M.2 (B+M)
301953,117299,250 GB,0.2,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
301954,117300,960 GB,0.82,SSD,,2.5 in,SATA 6 Gb/s
301955,117301,6 TB,0.05,5760 RPM,64 MB,3.5 in,SATA 6 Gb/s
301956,117302,480 GB,2.84,SSD,,2.5 in,SATA 6 Gb/s
301957,117303,8 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301958,117304,512 GB,,SSD,,M.2-2280,M.2 (M)
301959,117305,240 GB,,SSD,,M.2-2280,M.2 (M)
301960,117306,960 GB,0.36,SSD,,2.5 in,SATA 6 Gb/s
301961,117307,480 GB,0.47,SSD,,2.5 in,SATA 6 Gb/s
301962,117308,1 TB,0.54,SSD,,mSATA,mSATA
301963,117309,12 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301964,117310,2 TB,0.09,5700 RPM,64 MB,3.5 in,SATA 6 Gb/s
301965,117311,180 GB,1.82,SSD,,2.5 in,SATA 6 Gb/s
301966,117312,2 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301967,117313,256 GB,0.65,SSD,,2.5 in,SATA 6 Gb/s
301968,117314,320 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
301969,117315,750 GB,0.13,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
301970,117316,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301971,117317,1.92 TB,,SSD,,2.5 in,SATA 6 Gb/s
301972,117318,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
301973,117319,500 GB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301974,117320,1 TB,0.24,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301975,117321,180 GB,2.49,SSD,,2.5 in,SATA 6 Gb/s
301976,117322,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301977,117323,120 GB,,SSD,,M.2-2242,M.2 (B+M)
301978,117324,750 GB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301979,117325,320 GB,,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301980,117326,160 GB,0.29,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
301981,117327,500 GB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301982,117328,320 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301983,117329,640 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301984,117330,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301985,117331,80 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
301986,117332,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301987,117333,250 GB,,SSD,,M.2-2280,M.2 (B+M)
301988,117334,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301989,117335,2 TB,,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
301990,117336,2 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301991,117337,1 TB,,7200 RPM,,2.5 in,SATA 6 Gb/s
301992,117338,480 GB,,SSD,,M.2-2280,M.2 (M)
301993,117339,30 GB,,SSD,,2.5 in,SATA 3 Gb/s
301994,117340,500 GB,,SSD,,M.2-2280,M.2 (B+M)
301995,117341,4 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
301996,117342,180 GB,,SSD,,2.5 in,SATA 6 Gb/s
301997,117343,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
301998,117344,3 TB,,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
301999,117345,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
302000,117346,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302001,117347,256 GB,0.32,SSD,,M.2-2280,M.2 (B+M)
302002,117348,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302003,117349,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302004,117350,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302005,117351,256 GB,,SSD,,2.5 in,SATA 3 Gb/s
302006,117352,128 GB,,SSD,,M.2-2280,M.2 (M)
302007,117353,120 GB,,SSD,,2.5 in,SATA 3 Gb/s
302008,117354,512 GB,,SSD,,M.2-2280,M.2 (M)
302009,117355,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302010,117356,500 GB,,5400 RPM,8 MB,3.5 in,SATA 3 Gb/s
302011,117357,1 TB,,5400 RPM,8 MB,3.5 in,SATA 3 Gb/s
302012,117358,2.5 TB,0.12,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
302013,117359,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302014,117360,320 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302015,117361,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
302016,117362,2 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302017,117363,256 GB,,SSD,,M.2-2280,M.2 (M)
302018,117364,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
302019,117365,500 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302020,117366,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302021,117367,3 TB,,7200 RPM,64 MB,3.5 in,SATA 3 Gb/s
302022,117368,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302023,117369,256 GB,,SSD,,M.2-2280,M.2 (B+M)
302024,117370,80 GB,,SSD,,2.5 in,SATA 6 Gb/s
302025,117371,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302026,117372,256 GB,,SSD,,M.2-2280,M.2 (B+M)
302027,117373,160 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302028,117374,512 GB,,SSD,1024 MB,M.2-2280,M.2 (B+M)
302029,117375,512 GB,,SSD,,M.2-2280,M.2 (B+M)
302030,117376,10 TB,0.03,7200 RPM,256 MB,3.5 in,SAS 12 Gb/s
302031,117377,960 GB,0.28,SSD,,2.5 in,SATA 6 Gb/s
302032,117378,900 GB,0.38,15000 RPM,256 MB,2.5 in,SAS 12 Gb/s
302033,117379,1 TB,0.44,SSD,,M.2-2280,M.2 (M)
302034,117380,512 GB,0.35,SSD,,M.2-2280,M.2 (M)
302035,117381,10 TB,0.03,7200 RPM,256 MB,3.5 in,SAS 12 Gb/s
302036,117382,2 TB,0.06,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
302037,117383,1.92 TB,0.24,SSD,,2.5 in,SATA 6 Gb/s
302038,117384,320 GB,0.16,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
302039,117385,6 TB,0.04,5900 RPM,128 MB,3.5 in,SATA 6 Gb/s
302040,117386,256 GB,0.79,SSD,,2.5 in,SATA 6 Gb/s
302041,117387,1 TB,0.2,SSD,,M.2-2280,M.2 (M)
302042,117388,512 GB,0.6,SSD,,2.5 in,SATA 6 Gb/s
302043,117389,32 GB,9.29,SSD,,2.5 in,SATA 3 Gb/s
302044,117390,1 TB,0.29,5900 RPM,32 MB,3.5 in,SATA 3 Gb/s
302045,117391,250 GB,0.24,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
302046,117392,6 TB,0.04,5900 RPM,256 MB,3.5 in,SATA 6 Gb/s
302047,117393,160 GB,0.51,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
302048,117394,4 TB,0.09,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
302049,117395,120 GB,0.95,SSD,,M.2-2280,M.2 (B+M)
302050,117396,250 GB,0.34,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302051,117397,320 GB,0.09,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302052,117398,250 GB,0.23,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302053,117399,1 TB,0.13,7200 RPM,128 MB,2.5 in,SATA 6 Gb/s
302054,117400,2 TB,0.2,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302055,117401,450 GB,0.51,10000 RPM,32 MB,3.5 in,SATA 6 Gb/s
302056,117402,250 GB,0.2,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302057,117403,500 GB,0.13,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
302058,117404,500 GB,0.09,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302059,117405,500 GB,0.07,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302060,117406,2 TB,0.12,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302061,117407,640 GB,0.15,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302062,117408,5 TB,0.1,5400 RPM,128 MB,3.5 in,SATA 6 Gb/s
302063,117409,160 GB,3.18,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
302064,117410,180 GB,0.57,SSD,,M.2-2280,M.2 (B+M)
302065,117411,160 GB,1.38,SSD,,2.5 in,SATA 3 Gb/s
302066,117412,3 TB,0.15,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302067,117413,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
302068,117414,1.6 TB,0.54,SSD,,2.5 in,SATA 6 Gb/s
302069,117415,3 TB,0.05,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
302070,117416,12 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
302071,117417,240 GB,0.41,SSD,,2.5 in,SATA 6 Gb/s
302072,117418,240 GB,1.84,SSD,,2.5 in,SATA 6 Gb/s
302073,117419,64 GB,1.57,SSD,,2.5 in,SATA 6 Gb/s
302074,117420,256 GB,0.53,SSD,,M.2-2280,M.2 (B+M)
302075,117421,320 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
302076,117422,2 TB,0.08,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
302077,117423,1 TB,0.09,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
302078,117424,50 GB,,SSD,,2.5 in,SATA 3 Gb/s
302079,117425,1.92 TB,,SSD,,2.5 in,SATA 6 Gb/s
302080,117426,6 TB,0.06,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302081,117427,500 GB,0.19,SSD,,2.5 in,SATA 6 Gb/s
302082,117428,500 GB,0.19,5400 RPM,8 MB,2.5 in,SATA 6 Gb/s
302083,117429,320 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302084,117430,750 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302085,117431,1 TB,,Hybrid,,2.5 in,SATA 6 Gb/s
302086,117432,120 GB,1.87,SSD,,2.5 in,SATA 6 Gb/s
302087,117433,512 GB,0.41,SSD,,2.5 in,SATA 6 Gb/s
302088,117434,250 GB,0.4,SSD,,2.5 in,SATA 6 Gb/s
302089,117435,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
302090,117436,240 GB,2.28,SSD,,2.5 in,SATA 6 Gb/s
302091,117437,4 TB,,5400 RPM,32 MB,3.5 in,SATA 6 Gb/s
302092,117438,640 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302093,117439,480 GB,0.49,SSD,,mSATA,mSATA
302094,117440,1 TB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302095,117441,2 TB,0.07,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302096,117442,240 GB,,SSD,,PCI-E,PCIe x4
302097,117443,100 GB,1.91,SSD,,2.5 in,SATA 6 Gb/s
302098,117444,1 TB,0.28,SSD,,2.5 in,SATA 6 Gb/s
302099,117445,800 GB,0.36,SSD,,2.5 in,SATA 6 Gb/s
302100,117446,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302101,117447,128 GB,,SSD,,M.2-2280,M.2 (B+M)
302102,117448,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
302103,117449,250 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
302104,117450,800 GB,,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
302105,117451,160 GB,,5400 RPM,8 MB,2.5 in,SATA 1.5 Gb/s
302106,117452,1 TB,,5900 RPM,32 MB,3.5 in,SATA 3 Gb/s
302107,117453,1.5 TB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
302108,117454,320 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
302109,117455,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
302110,117456,500 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302111,117457,500 GB,,SSD,128 MB,3.5 in,SATA 3 Gb/s
302112,117458,3 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302113,117459,8 GB,,SSD,,mSATA,mSATA
302114,117460,256 GB,,SSD,,M.2-2280,M.2 (M)
302115,117461,256 GB,,SSD,,M.2-2280,M.2 (M)
302116,117462,1 TB,,5900 RPM,8 MB,3.5 in,SATA 3 Gb/s
302117,117463,3 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
302118,117464,4 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302119,117465,1 TB,,SSD,,M.2-2280,M.2 (M)
302120,117466,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302121,117467,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302122,117468,1 TB,,5700 RPM,64 MB,3.5 in,SATA 6 Gb/s
302123,117469,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302124,117470,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302125,117471,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302126,117472,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302127,117473,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
302128,117474,256 GB,,SSD,,PCI-E,PCIe x4
302129,117475,500 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
302130,117476,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302131,117477,2 TB,0.16,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302132,117478,1.6 TB,,SSD,,PCI-E,PCIe x8
302133,117479,320 GB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
302134,117480,960 GB,,SSD,,PCI-E,PCIe x2
302135,117481,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302136,117482,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302137,117483,500 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302138,117484,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302139,117485,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302140,117486,240 GB,,SSD,512 MB,2.5 in,SATA 6 Gb/s
302141,117487,750 GB,,Hybrid,32 MB,2.5 in,SATA 6 Gb/s
302142,117488,480 GB,1.05,SSD,,2.5 in,SATA 6 Gb/s
302143,117489,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
302144,117490,128 GB,,SSD,,M.2-2280,M.2 (M)
302145,117491,2 TB,0.08,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
302146,117492,6 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302147,117493,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302148,117494,180 GB,,SSD,,2.5 in,SATA 6 Gb/s
302149,117495,80 GB,,7200 RPM,,3.5 in,SATA 3 Gb/s
302150,117496,256 GB,,SSD,512 MB,2.5 in,SATA 6 Gb/s
302151,117497,10 TB,,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
302152,117498,512 GB,,SSD,,PCI-E,PCIe x4
302153,117499,3 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302154,117500,64 GB,,SSD,,2.5 in,SATA 3 Gb/s
302155,117501,60 GB,,SSD,,2.5 in,SATA 3 Gb/s
302156,117502,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
302157,117503,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302158,117504,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
302159,117505,240 GB,,SSD,,3.5 in,SATA 3 Gb/s
302160,117506,1.2 TB,,SSD,,PCI-E,PCIe x8
302161,117507,128 GB,,SSD,,M.2-2280,M.2 (M)
302162,117508,500 GB,,7200 RPM,16 MB,3.5 in,SATA 6 Gb/s
302163,117509,32 GB,,SSD,,2.5 in,SATA 6 Gb/s
302164,117510,256 GB,,SSD,,PCI-E,PCIe x4
302165,117511,1.5 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302166,117512,750 GB,0.14,5400 RPM,16 MB,2.5 in,SATA 6 Gb/s
302167,117513,512 GB,,SSD,,M.2-2242,M.2 (B+M)
302168,117514,1 TB,,Hybrid,32 MB,2.5 in,SATA 6 Gb/s
302169,117515,250 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302170,117516,500 GB,,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302171,117517,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302172,117518,512 GB,0.67,SSD,,2.5 in,SATA 6 Gb/s
302173,117519,2 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302174,117520,8 TB,,7200 RPM,128 MB,3.5 in,SAS 6 Gb/s
302175,117521,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
302176,117522,256 GB,,SSD,,M.2-2280,M.2 (B+M)
302177,117523,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
302178,117524,500 GB,,SSD,,M.2-2280,M.2 (M)
302179,117525,1 TB,,SSD,,M.2-2280,M.2 (M)
302180,117526,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
302181,117527,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302182,117528,256 GB,,SSD,512 MB,M.2-2280,M.2 (M)
302183,117529,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
302184,117530,960 GB,,SSD,256 MB,2.5 in,SATA 6 Gb/s
302185,117531,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302186,117532,750 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302187,117533,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302188,117534,4 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302189,117535,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
302190,117536,120 GB,,SSD,,PCI-E,PCIe x4
302191,117537,500 GB,0.18,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
302192,117538,250 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302193,117539,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302194,117540,400 GB,,SSD,,PCI-E,PCIe x4
302195,117541,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302196,117542,8 TB,0.04,7200 RPM,256 MB,3.5 in,SAS 12 Gb/s
302197,117543,2 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
302198,117544,100 GB,8.59,SSD,,2.5 in,SATA 6 Gb/s
302199,117545,600 GB,0.08,15000 RPM,16 MB,3.5 in,SAS 6 Gb/s
302200,117546,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
302201,117547,400 GB,0.67,SSD,,2.5 in,U.2
302202,117548,12 TB,0.05,7200 RPM,256 MB,3.5 in,SAS 12 Gb/s
302203,117549,300 GB,0.38,15000 RPM,256 MB,2.5 in,SAS 12 Gb/s
302204,117550,240 GB,0.44,SSD,,2.5 in,SATA 6 Gb/s
302205,117551,1.5 TB,0.07,5900 RPM,32 MB,3.5 in,SATA 3 Gb/s
302206,117552,250 GB,0.42,SSD,,M.2-2280,M.2 (B+M)
302207,117553,64 GB,0.75,SSD,,mSATA,mSATA
302208,117554,128 GB,0.61,SSD,,mSATA,mSATA
302209,117555,150 GB,1.73,10000 RPM,16 MB,3.5 in,SATA 3 Gb/s
302210,117556,100 GB,,SSD,,2.5 in,SATA 3 Gb/s
302211,117557,256 GB,0.38,SSD,,M.2-2280,M.2 (M)
302212,117558,128 GB,3.52,SSD,,2.5 in,SATA 6 Gb/s
302213,117559,960 GB,0.26,SSD,,2.5 in,SATA 6 Gb/s
302214,117560,640 GB,0.08,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302215,117561,480 GB,0.5,SSD,,2.5 in,SATA 6 Gb/s
302216,117562,6 TB,0.05,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
302217,117563,480 GB,0.91,SSD,,2.5 in,SATA 6 Gb/s
302218,117564,120 GB,0.27,SSD,,2.5 in,SATA 6 Gb/s
302219,117565,480 GB,1.31,SSD,,2.5 in,SATA 6 Gb/s
302220,117566,1 TB,0.09,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302221,117567,1.92 TB,0.22,SSD,,2.5 in,SATA 6 Gb/s
302222,117568,240 GB,1.35,SSD,,2.5 in,SATA 6 Gb/s
302223,117569,146 GB,0.23,15000 RPM,16 MB,3.5 in,SAS 3 Gb/s
302224,117570,120 GB,0.74,SSD,,mSATA,mSATA
302225,117571,6 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
302226,117572,600 GB,0.35,10000 RPM,32 MB,2.5 in,SATA 6 Gb/s
302227,117573,450 GB,0.93,10000 RPM,32 MB,2.5 in,SATA 6 Gb/s
302228,117574,160 GB,0.35,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302229,117575,80 GB,1.65,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302230,117576,80 GB,1.36,5400 RPM,8 MB,2.5 in,SATA 1.5 Gb/s
302231,117577,500 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302232,117578,320 GB,0.13,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302233,117579,500 GB,0.4,7200 RPM,8 MB,3.5 in,PATA 100
302234,117580,2 TB,0.1,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
302235,117581,1 TB,,SSD,,M.2-2280,M.2 (M)
302236,117582,512 GB,,SSD,,M.2-2280,M.2 (M)
302237,117583,256 GB,0.19,SSD,,M.2-2280,M.2 (B+M)
302238,117584,1.92 TB,0.26,SSD,,2.5 in,SATA 6 Gb/s
302239,117585,8 TB,0.08,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
302240,117586,240 GB,0.82,SSD,,2.5 in,SATA 6 Gb/s
302241,117587,2 TB,0.03,7200 RPM,16 MB,3.5 in,SAS 6 Gb/s
302242,117588,160 GB,0.62,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
302243,117589,160 GB,0.47,SSD,,2.5 in,SATA 3 Gb/s
302244,117590,400 GB,0.67,SSD,,2.5 in,SATA 6 Gb/s
302245,117591,4 TB,0.08,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
302246,117592,1.92 TB,0.31,SSD,,2.5 in,SATA 6 Gb/s
302247,117593,320 GB,0.2,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
302248,117594,400 GB,1.47,SSD,,2.5 in,PCIe x4
302249,117595,256 GB,1.39,SSD,,2.5 in,SATA 6 Gb/s
302250,117596,240 GB,,SSD,,PCI-E,PCIe x4
302251,117597,1.2 TB,0.32,SSD,,2.5 in,U.2
302252,117598,2 TB,,5400 RPM,32 MB,2.5 in,SATA 6 Gb/s
302253,117599,2.5 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
302254,117600,500 GB,0.22,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
302255,117601,320 GB,0.08,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302256,117602,640 GB,0.32,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302257,117603,250 GB,0.3,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
302258,117604,250 GB,0.15,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
302259,117605,240 GB,,SSD,,2.5 in,SATA 3 Gb/s
302260,117606,500 GB,0.17,7200 RPM,8 MB,3.5 in,PATA 100
302261,117607,1 TB,0.06,7200 RPM,16 MB,3.5 in,SAS 3 Gb/s
302262,117608,240 GB,2.24,SSD,,2.5 in,SATA 6 Gb/s
302263,117609,1 TB,0.48,7200 RPM,64 MB,2.5 in,SATA 6 Gb/s
302264,117610,500 GB,0.12,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302265,117611,256 GB,0.46,SSD,,2.5 in,SATA 6 Gb/s
302266,117612,250 GB,0.19,7200 RPM,8 MB,3.5 in,PATA 100
302267,117613,160 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
302268,117614,250 GB,0.65,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
302269,117615,480 GB,0.23,SSD,,2.5 in,SATA 6 Gb/s
302270,117616,250 GB,0.13,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302271,117617,250 GB,0.16,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302272,117618,120 GB,4.02,SSD,,2.5 in,SATA 3 Gb/s
302273,117619,500 GB,0.1,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
302274,117620,40 GB,1.99,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
