internal_harddrive_id,product_id,capacity,price_per_gb,harddrive_type,cache,form_factor,interface
300462,115808,512 GB,0.17,SSD,,M.2-2280,M.2 (M)
300463,115809,8 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300464,115810,500 GB,0.08,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
300465,115811,500 GB,0.11,SSD,,2.5 in,SATA 6 Gb/s
300466,115812,250 GB,0.2,SSD,,M.2-2280,M.2 (M)
300467,115813,120 GB,1.83,SSD,,2.5 in,SATA 6 Gb/s
300468,115814,256 GB,0.18,SSD,,M.2-2280,M.2 (B+M)
300469,115815,256 GB,0.23,SSD,,M.2-2280,M.2 (M)
300470,115816,500 GB,0.05,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
300471,115817,4 TB,0.03,5400 RPM,128 MB,2.5 in,SATA 6 Gb/s
300472,115818,16 GB,38.55,SSD,,2.5 in,SATA 3 Gb/s
300473,115819,2 TB,0.04,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300474,115820,256 GB,0.33,SSD,512 MB,M.2-2280,M.2 (M)
300475,115821,2 TB,0.06,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300476,115822,6 TB,0.03,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300477,115823,2 TB,0.15,SSD,512 MB,M.2-2280,M.2 (M)
300478,115824,256 GB,0.35,SSD,,M.2-2280,M.2 (M)
300479,115825,2 TB,0.11,SSD,,2.5 in,SATA 6 Gb/s
300480,115826,500 GB,0.19,SSD,,M.2-2280,M.2 (M)
300481,115827,120 GB,0.33,SSD,,2.5 in,SATA 6 Gb/s
300482,115828,5 TB,0.05,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300483,115829,480 GB,0.4,SSD,,M.2-2280,M.2 (M)
300484,115830,256 GB,0.2,SSD,,M.2-2280,M.2 (M)
300485,115831,500 GB,0.08,5400 RPM,8 MB,2.5 in,SATA 6 Gb/s
300486,115832,10 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300487,115833,480 GB,0.16,SSD,,2.5 in,SATA 6 Gb/s
300488,115834,1 TB,0.14,SSD,,M.2-2280,M.2 (M)
300489,115835,1 TB,0.12,SSD,,2.5 in,SATA 6 Gb/s
300490,115836,1 TB,0.13,SSD,,2.5 in,SATA 6 Gb/s
300491,115837,2 TB,0.06,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300492,115838,256 GB,0.3,SSD,,2.5 in,SATA 6 Gb/s
300493,115839,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300494,115840,2 TB,0.04,5400 RPM,256 MB,3.5 in,SATA 6 Gb/s
300495,115841,2 TB,0.06,5400 RPM,256 MB,3.5 in,SATA 6 Gb/s
300496,115842,1 TB,0.06,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300497,115843,480 GB,0.18,SSD,,2.5 in,SATA 6 Gb/s
300498,115844,240 GB,0.27,SSD,,2.5 in,SATA 6 Gb/s
300499,115845,250 GB,0.26,SSD,,2.5 in,SATA 6 Gb/s
300500,115846,1 TB,0.05,5400 RPM,128 MB,2.5 in,SATA 6 Gb/s
300501,115847,1 TB,0.13,10000 RPM,64 MB,2.5 in,SATA 6 Gb/s
300502,115848,1 TB,0.13,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300503,115849,500 GB,0.06,Hybrid,64 MB,2.5 in,SATA 6 Gb/s
300504,115850,6 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300505,115851,240 GB,0.26,SSD,,2.5 in,SATA 6 Gb/s
300506,115852,256 GB,0.87,SSD,,2.5 in,SATA 6 Gb/s
300507,115853,250 GB,0.23,SSD,,2.5 in,SATA 6 Gb/s
300508,115854,256 GB,0.19,SSD,,M.2-2280,M.2 (B+M)
300509,115855,380 GB,,SSD,,M.2-22110,M.2 (M)
300510,115856,2 TB,0.12,SSD,,2.5 in,SATA 6 Gb/s
300511,115857,240 GB,0.24,SSD,,2.5 in,SATA 6 Gb/s
300512,115858,1 TB,0.25,SSD,,M.2-2280,M.2 (M)
300513,115859,500 GB,0.14,SSD,,2.5 in,SATA 6 Gb/s
300514,115860,240 GB,0.27,SSD,,M.2-2280,M.2 (M)
300515,115861,2 TB,0.04,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
300516,115862,3 TB,0.01,7200 RPM,64 MB,3.5 in,SAS 6 Gb/s
300517,115863,4 TB,0.04,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300518,115864,256 GB,,SSD,256 MB,2.5 in,SATA 6 Gb/s
300519,115865,4 TB,,SSD,4096 MB,2.5 in,SATA 6 Gb/s
300520,115866,6 TB,0.03,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300521,115867,500 GB,0.08,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
300522,115868,1 TB,0.18,SSD,,M.2-2280,M.2 (M)
300523,115869,4 TB,0.07,Hybrid,64 MB,3.5 in,SATA 6 Gb/s
300524,115870,2 TB,0.05,5400 RPM,128 MB,2.5 in,SATA 6 Gb/s
300525,115871,1 TB,0.06,5400 RPM,8 MB,2.5 in,SATA 6 Gb/s
300526,115872,512 GB,0.71,SSD,,2.5 in,SATA 6 Gb/s
300527,115873,120 GB,0.31,SSD,,M.2-2280,M.2 (M)
300528,115874,4 TB,0.15,SSD,,2.5 in,SATA 6 Gb/s
300529,115875,2 TB,0.11,SSD,,2.5 in,SATA 6 Gb/s
300530,115876,6 TB,0.03,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300531,115877,2 TB,0.03,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300532,115878,1 TB,0.05,7200 RPM,64 MB,3.5 in,SATA 3 Gb/s
300533,115879,1 TB,0.09,SSD,,2.5 in,SATA 6 Gb/s
300534,115880,14 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300535,115881,3 TB,0.03,5900 RPM,256 MB,3.5 in,SATA 6 Gb/s
300536,115882,500 GB,,10000 RPM,64 MB,2.5 in,SATA 6 Gb/s
300537,115883,2 TB,0.44,SSD,,2.5 in,SATA 6 Gb/s
300538,115884,500 GB,0.35,SSD,,M.2-2280,M.2 (B+M)
300539,115885,128 GB,0.42,SSD,,2.5 in,SATA 3 Gb/s
300540,115886,1 TB,0.12,SSD,,M.2-2280,M.2 (M)
300541,115887,512 GB,0.21,SSD,,M.2-2280,M.2 (B+M)
300542,115888,250 GB,0.19,SSD,,2.5 in,SATA 6 Gb/s
300543,115889,500 GB,0.13,Hybrid,,2.5 in,SATA 6 Gb/s
300544,115890,8 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300545,115891,256 GB,0.52,SSD,,M.2-2280,M.2 (M)
300546,115892,512 GB,0.15,SSD,,M.2-2280,M.2 (B+M)
300547,115893,240 GB,0.4,SSD,,M.2-2280,M.2 (B+M)
300548,115894,4 TB,0.04,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300549,115895,3 TB,0.04,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
300550,115896,6 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300551,115897,525 GB,0.64,SSD,,2.5 in,SATA 6 Gb/s
300552,115898,128 GB,0.56,SSD,,M.2-2280,M.2 (M)
300553,115899,120 GB,0.35,SSD,,2.5 in,SATA 6 Gb/s
300554,115900,400 GB,0.8,SSD,,PCI-E,PCIe x4
300555,115901,960 GB,0.16,SSD,,M.2-2280,M.2 (B+M)
300556,115902,12 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300557,115903,512 GB,0.18,SSD,,2.5 in,SATA 6 Gb/s
300558,115904,240 GB,0.25,SSD,,M.2-2280,M.2 (M)
300559,115905,2 TB,0.06,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300560,115906,240 GB,0.2,SSD,,2.5 in,SATA 6 Gb/s
300561,115907,2 TB,0.24,SSD,,M.2-2280,M.2 (M)
300562,115908,128 GB,,SSD,,M.2-2280,M.2 (M)
300563,115909,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300564,115910,480 GB,0.19,SSD,,2.5 in,SATA 6 Gb/s
300565,115911,512 GB,0.2,SSD,,M.2-2280,M.2 (M)
300566,115912,4 TB,0.05,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300567,115913,256 GB,0.23,SSD,,M.2-2280,M.2 (B+M)
300568,115914,960 GB,0.12,SSD,,2.5 in,SATA 6 Gb/s
300569,115915,1 TB,0.05,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300570,115916,256 GB,0.22,SSD,,2.5 in,SATA 6 Gb/s
300571,115917,3.84 TB,0.27,SSD,,2.5 in,SATA 6 Gb/s
300572,115918,1.2 TB,2.11,SSD,,PCI-E,PCIe x4
300573,115919,512 GB,0.22,SSD,512 MB,2.5 in,SATA 6 Gb/s
300574,115920,2 TB,0.12,SSD,,M.2-2280,M.2 (M)
300575,115921,4 TB,0.03,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
300576,115922,2 TB,0.04,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300577,115923,2 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300578,115924,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
300579,115925,3 TB,0.03,5900 RPM,32 MB,3.5 in,SATA 3 Gb/s
300580,115926,256 GB,0.22,SSD,,M.2-2280,M.2 (M)
300581,115927,2 TB,0.04,7200 RPM,64 MB,3.5 in,SATA 3 Gb/s
300582,115928,128 GB,0.24,SSD,,2.5 in,SATA 6 Gb/s
300583,115929,1 TB,0.12,SSD,,M.2-2280,M.2 (M)
300584,115930,120 GB,0.35,SSD,,M.2-2280,M.2 (B+M)
300585,115931,960 GB,0.16,SSD,,2.5 in,SATA 6 Gb/s
300586,115932,512 GB,,SSD,512 MB,M.2-2280,M.2 (M)
300587,115933,250 GB,0.22,SSD,,2.5 in,SATA 6 Gb/s
300588,115934,1 TB,0.11,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
300589,115935,256 GB,,SSD,512 MB,M.2-2280,M.2 (M)
300590,115936,240 GB,0.17,SSD,,2.5 in,SATA 6 Gb/s
300591,115937,14 TB,0.04,5400 RPM,,3.5 in,SATA 6 Gb/s
300592,115938,240 GB,0.22,SSD,,2.5 in,SATA 6 Gb/s
300593,115939,250 GB,0.31,SSD,,2.5 in,SATA 6 Gb/s
300594,115940,256 GB,0.33,SSD,,M.2-2280,M.2 (M)
300595,115941,12 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300596,115942,160 GB,0.14,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
300597,115943,480 GB,0.22,SSD,,M.2-2280,M.2 (M)
300598,115944,256 GB,0.17,SSD,,M.2-2280,M.2 (B+M)
300599,115945,512 GB,,SSD,,M.2-2280,M.2 (M)
300600,115946,14 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300601,115947,4 TB,0.03,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300602,115948,512 GB,0.17,SSD,,M.2-2280,M.2 (M)
300603,115949,12 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300604,115950,32 GB,3.07,SSD,,M.2-2280,M.2 (B+M)
300605,115951,1 TB,0.09,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300606,115952,1 TB,0.07,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
300607,115953,256 GB,0.21,SSD,,M.2-2280,M.2 (M)
300608,115954,500 GB,0.06,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300609,115955,500 GB,0.06,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
300610,115956,1 TB,0.07,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300611,115957,2 TB,0.05,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300612,115958,640 GB,0.1,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
300613,115959,500 GB,0.08,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
300614,115960,512 GB,0.28,SSD,,M.2-2280,M.2 (M)
300615,115961,240 GB,,SSD,,PCI-E,PCIe x4
300616,115962,3.84 TB,0.17,SSD,,2.5 in,SATA 6 Gb/s
300617,115963,240 GB,0.22,SSD,,M.2-2280,M.2 (B+M)
300618,115964,120 GB,,SSD,,M.2-2280,M.2 (B+M)
300619,115965,500 GB,0.19,SSD,,2.5 in,SATA 6 Gb/s
300620,115966,120 GB,0.19,SSD,,2.5 in,SATA 6 Gb/s
300621,115967,1 TB,0.14,SSD,,2.5 in,SATA 6 Gb/s
300622,115968,2 TB,,Hybrid,64 MB,3.5 in,SATA 6 Gb/s
300623,115969,1 TB,0.12,SSD,,2.5 in,SATA 6 Gb/s
300624,115970,256 GB,0.33,SSD,,M.2-2280,M.2 (M)
300625,115971,128 GB,0.75,SSD,,2.5 in,SATA 6 Gb/s
300626,115972,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
300627,115973,400 GB,5.62,SSD,,PCI-E,PCIe x4
300628,115974,2 TB,0.12,SSD,,2.5 in,SATA 6 Gb/s
300629,115975,8 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300630,115976,1 TB,0.13,SSD,,M.2-2280,M.2 (M)
300631,115977,500 GB,,SSD,,2.5 in,SATA 6 Gb/s
300632,115978,1 TB,0.26,SSD,,M.2-2280,M.2 (M)
300633,115979,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300634,115980,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
300635,115981,275 GB,0.44,SSD,,2.5 in,SATA 6 Gb/s
300636,115982,512 GB,0.21,SSD,,M.2-2280,M.2 (M)
300637,115983,500 GB,0.09,5400 RPM,32 MB,3.5 in,SATA 6 Gb/s
300638,115984,250 GB,0.22,SSD,,2.5 in,SATA 6 Gb/s
300639,115985,256 GB,0.37,SSD,,M.2-2280,M.2 (B+M)
300640,115986,240 GB,0.2,SSD,,2.5 in,SATA 6 Gb/s
300641,115987,250 GB,0.16,SSD,,2.5 in,SATA 6 Gb/s
300642,115988,500 GB,0.16,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
300643,115989,3 TB,0.05,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300644,115990,8 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300645,115991,250 GB,0.31,SSD,,M.2-2280,M.2 (M)
300646,115992,6 TB,0.03,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300647,115993,2 TB,0.12,SSD,,M.2-2280,M.2 (M)
300648,115994,512 GB,,SSD,,PCI-E,PCIe x4
300649,115995,500 GB,0.44,SSD,512 MB,2.5 in,SATA 6 Gb/s
300650,115996,3.84 TB,,SSD,,2.5 in,SATA 6 Gb/s
300651,115997,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300652,115998,12 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300653,115999,500 GB,0.13,SSD,,M.2-2280,M.2 (B+M)
300654,116000,240 GB,0.18,SSD,,2.5 in,SATA 6 Gb/s
300655,116001,960 GB,0.15,SSD,,M.2-2280,M.2 (M)
300656,116002,2 TB,0.21,SSD,,M.2-2280,M.2 (M)
300657,116003,480 GB,0.12,SSD,,2.5 in,SATA 6 Gb/s
300658,116004,500 GB,,SSD,,M.2-2280,M.2 (B+M)
300659,116005,1 TB,0.05,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
300660,116006,10 TB,0.1,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300661,116007,960 GB,0.23,SSD,,M.2-2280,M.2 (M)
300662,116008,120 GB,0.28,SSD,,2.5 in,SATA 6 Gb/s
300663,116009,6 TB,0.17,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300664,116010,2 TB,0.2,SSD,,M.2-2280,M.2 (M)
300665,116011,240 GB,0.28,SSD,,2.5 in,SATA 6 Gb/s
300666,116012,1 TB,0.22,SSD,,M.2-2280,M.2 (M)
300667,116013,500 GB,0.25,SSD,,M.2-2280,M.2 (M)
300668,116014,240 GB,0.6,SSD,,M.2-2280,M.2 (M)
300669,116015,1 TB,0.16,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
300670,116016,1 TB,0.52,SSD,,2.5 in,SATA 6 Gb/s
300671,116017,2 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300672,116018,1 TB,0.04,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300673,116019,240 GB,0.6,SSD,,M.2-2280,M.2 (B+M)
300674,116020,500 GB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
300675,116021,1 TB,0.14,SSD,,M.2-2280,M.2 (B+M)
300676,116022,500 GB,,5900 RPM,8 MB,3.5 in,SATA 3 Gb/s
300677,116023,128 GB,,SSD,,M.2-2280,M.2 (B+M)
300678,116024,240 GB,0.16,SSD,,2.5 in,SATA 6 Gb/s
300679,116025,1 TB,0.16,SSD,,2.5 in,SATA 6 Gb/s
300680,116026,128 GB,,SSD,,M.2-2280,M.2 (M)
300681,116027,750 GB,0.06,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300682,116028,4 TB,0.02,7200 RPM,128 MB,3.5 in,SAS 6 Gb/s
300683,116029,512 GB,0.18,SSD,,M.2-2280,M.2 (M)
300684,116030,14 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300685,116031,60 GB,0.83,SSD,,2.5 in,SATA 6 Gb/s
300686,116032,240 GB,0.19,SSD,,2.5 in,SATA 6 Gb/s
300687,116033,320 GB,0.09,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
300688,116034,240 GB,0.31,SSD,,2.5 in,SATA 6 Gb/s
300689,116035,500 GB,0.09,7200 RPM,64 MB,3.5 in,SATA 3 Gb/s
300690,116036,640 GB,0.11,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
300691,116037,960 GB,0.17,SSD,,2.5 in,SATA 6 Gb/s
300692,116038,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300693,116039,2 TB,,SSD,,M.2-2280,M.2 (M)
300694,116040,3 TB,0.07,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300695,116041,500 GB,0.08,5400 RPM,128 MB,2.5 in,SATA 6 Gb/s
300696,116042,2 TB,0.25,SSD,,M.2-2280,M.2 (M)
300697,116043,500 GB,0.31,SSD,,M.2-2280,M.2 (M)
300698,116044,1 TB,0.25,10000 RPM,64 MB,3.5 in,SATA 6 Gb/s
300699,116045,1 TB,0.13,SSD,,2.5 in,SATA 6 Gb/s
300700,116046,6 TB,0.09,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300701,116047,14 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300702,116048,250 GB,0.15,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
300703,116049,480 GB,0.13,SSD,,2.5 in,SATA 6 Gb/s
300704,116050,2 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300705,116051,2 TB,0.39,SSD,,2.5 in,SATA 6 Gb/s
300706,116052,512 GB,0.23,SSD,,M.2-2280,M.2 (M)
300707,116053,120 GB,0.29,SSD,,2.5 in,SATA 6 Gb/s
300708,116054,2 TB,0.07,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300709,116055,1 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300710,116056,1 TB,,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300711,116057,800 GB,1.22,SSD,,PCI-E,PCIe x1
300712,116058,480 GB,0.25,SSD,,2.5 in,SATA 6 Gb/s
300713,116059,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
300714,116060,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
300715,116061,2 TB,0.18,SSD,,M.2-2280,M.2 (M)
300716,116062,2 TB,,SSD,,M.2-2280,M.2 (M)
300717,116063,2 TB,0.16,SSD,,M.2-2280,M.2 (M)
300718,116064,8 TB,0.26,SSD,,2.5 in,U.2
300719,116065,512 GB,0.12,SSD,,2.5 in,SATA 6 Gb/s
300720,116066,1 TB,0.06,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
300721,116067,800 GB,5.07,SSD,,2.5 in,SAS 12 Gb/s
300722,116068,1 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300723,116069,2 TB,0.26,SSD,,M.2-2280,M.2 (M)
300724,116070,120 GB,0.26,SSD,,2.5 in,SATA 6 Gb/s
300725,116071,512 GB,0.15,SSD,,M.2-2280,M.2 (M)
300726,116072,960 GB,0.14,SSD,,2.5 in,SATA 6 Gb/s
300727,116073,500 GB,,SSD,,M.2-2280,M.2 (M)
300728,116074,2 TB,0.15,SSD,,2.5 in,SATA 6 Gb/s
300729,116075,250 GB,,SSD,,2.5 in,SATA 6 Gb/s
300730,116076,320 GB,0.1,7200 RPM,16 MB,3.5 in,SATA 6 Gb/s
300731,116077,1 TB,,SSD,,M.2-2280,M.2 (M)
300732,116078,1.5 TB,1.69,SSD,,2.5 in,U.2
300733,116079,2 TB,0.04,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
300734,116080,1 TB,,Hybrid,64 MB,2.5 in,SATA 6 Gb/s
300735,116081,1 TB,0.05,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300736,116082,120 GB,0.55,SSD,,2.5 in,SATA 6 Gb/s
300737,116083,256 GB,,SSD,,M.2-2280,M.2 (M)
300738,116084,1 TB,,SSD,,M.2-2280,M.2 (M)
300739,116085,500 GB,0.05,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
300740,116086,500 GB,,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
300741,116087,2 TB,0.07,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300742,116088,512 GB,0.29,SSD,,2.5 in,SATA 6 Gb/s
300743,116089,2 TB,0.05,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
300744,116090,2 TB,0.14,SSD,,M.2-2280,M.2 (M)
300745,116091,4 TB,0.03,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300746,116092,120 GB,0.26,SSD,,2.5 in,SATA 6 Gb/s
300747,116093,12 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300748,116094,1 TB,,SSD,,M.2-2280,M.2 (B+M)
300749,116095,1 TB,,SSD,,M.2-2280,M.2 (M)
300750,116096,256 GB,0.47,SSD,,M.2-2280,M.2 (M)
300751,116097,10 TB,,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300752,116098,1 TB,0.07,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
300753,116099,250 GB,1.3,SSD,,M.2-2280,M.2 (B+M)
300754,116100,1 TB,0.21,SSD,,M.2-2280,M.2 (M)
300755,116101,2 TB,0.03,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300756,116102,500 GB,0.1,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
300757,116103,256 GB,,SSD,,M.2-2280,M.2 (M)
300758,116104,4 TB,0.03,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
300759,116105,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300760,116106,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
300761,116107,960 GB,,SSD,,M.2-22110,M.2 (M)
300762,116108,120 GB,,SSD,256 MB,M.2-2280,M.2 (B+M)
300763,116109,500 GB,0.2,SSD,,2.5 in,SATA 6 Gb/s
300764,116110,6 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300765,116111,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
300766,116112,480 GB,0.11,SSD,,2.5 in,SATA 6 Gb/s
300767,116113,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300768,116114,1 TB,0.08,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
300769,116115,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
300770,116116,1 TB,0.16,SSD,,M.2-2280,M.2 (M)
300771,116117,5 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300772,116118,3 TB,0.04,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300773,116119,512 GB,,SSD,,M.2-2280,M.2 (B+M)
300774,116120,8 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300775,116121,120 GB,0.53,SSD,,2.5 in,SATA 6 Gb/s
300776,116122,1.92 TB,0.49,SSD,,2.5 in,SATA 6 Gb/s
300777,116123,400 GB,1.74,SSD,,2.5 in,SATA 6 Gb/s
300778,116124,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
300779,116125,120 GB,0.36,SSD,,2.5 in,SATA 6 Gb/s
300780,116126,1 TB,0.07,5400 RPM,16 MB,2.5 in,SATA 6 Gb/s
300781,116127,500 GB,0.11,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300782,116128,750 GB,,SSD,,2.5 in,SATA 6 Gb/s
300783,116129,250 GB,0.24,SSD,,M.2-2280,M.2 (M)
300784,116130,256 GB,0.21,SSD,,M.2-2280,M.2 (M)
300785,116131,8 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300786,116132,1 TB,0.06,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
300787,116133,120 GB,1.59,SSD,,2.5 in,SATA 6 Gb/s
300788,116134,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
300789,116135,5 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300790,116136,512 GB,0.77,SSD,,M.2-2280,M.2 (M)
300791,116137,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300792,116138,512 GB,,SSD,,M.2-2280,M.2 (B+M)
300793,116139,4 TB,,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
300794,116140,4 TB,0.09,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
300795,116141,250 GB,,SSD,,2.5 in,SATA 6 Gb/s
300796,116142,250 GB,0.41,SSD,,2.5 in,SATA 6 Gb/s
300797,116143,800 GB,0.28,SSD,,1.8 in,SATA 6 Gb/s
300798,116144,2 TB,0.05,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
300799,116145,1 TB,,SSD,,M.2-2280,M.2 (M)
300800,116146,6 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300801,116147,128 GB,2.41,SSD,,2.5 in,SATA 6 Gb/s
300802,116148,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
300803,116149,12 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300804,116150,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300805,116151,500 GB,0.27,SSD,,M.2-2280,M.2 (M)
300806,116152,120 GB,,SSD,,M.2-2280,M.2 (B+M)
300807,116153,256 GB,0.21,SSD,,2.5 in,SATA 6 Gb/s
300808,116154,250 GB,0.33,7200 RPM,16 MB,3.5 in,SATA 6 Gb/s
300809,116155,40 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
300810,116156,500 GB,0.13,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300811,116157,10 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
300812,116158,1 TB,0.17,SSD,,2.5 in,SATA 6 Gb/s
300813,116159,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
300814,116160,480 GB,0.4,SSD,,M.2-2280,M.2 (M)
