cpu_cooler_id,product_id,fan_rpm,noise_level,color,radiator_size
281075,112667,2200 RPM,23.8 dB,,
281076,112668,500 - 1300 RPM,13 - 30.7 dB,,
281077,112669,1000 - 2000 RPM,16 - 20 dB,,
281078,112670,1200 - 2100 RPM,21 - 48 dB,,
281079,112671,500 - 1500 RPM,21 dB,,
281080,112672,1400 - 2600 RPM,20 - 30 dB,,
281081,112673,1000 - 2000 RPM,19.5 - 38 dB,,
281082,112674,2500 RPM,22.41 dB,,
281083,112675,,,,
281084,112676,800 - 2700 RPM,14 - 23 dB,,
281085,112677,2200 RPM,23.3 dB,,
281086,112678,470 - 1900 RPM,7.05 - 27.3 dB,,
281087,112679,800 - 1800 RPM,16.2 - 32.6 dB,,
281088,112680,500 - 1600 RPM,8 - 30 dB,,
281089,112681,470 - 1900 RPM,9.8 - 27.3 dB,,
281090,112682,300 - 2500 RPM,7.2 - 31.07 dB,,
281091,112683,2400 RPM,26.2 dB,,
281092,112684,2400 RPM,31 dB,,
281093,112685,800 - 2800 RPM,20 - 34 dB,,
281094,112686,1350 - 2400 RPM,17 - 24 dB,,
281095,112687,1200 - 2800 RPM,23 - 35 dB,,
281096,112688,800 - 1500 RPM,20 - 32 dB,,
281097,112689,1500 - 2500 RPM,22 dB,,
281098,112690,1200 - 2800 RPM,22 - 30 dB,,
281099,112691,1200 - 2500 RPM,28 dB,,
281100,112692,900 - 2500 RPM,19.5 dB,,
281101,112693,900 - 2600 RPM,30 dB,,
281102,112694,900 - 2600 RPM,12 - 31 dB,,
281103,112695,1800 RPM,23 dB,,
281104,112696,1200 - 2800 RPM,22 dB,,
281105,112697,1800 RPM,20 dB,,
281106,112698,1000 - 3800 RPM,16 - 43.4 dB,,
281107,112699,300 - 1500 RPM,4 - 29.5 dB,,
281108,112700,500 - 1800 RPM,18 - 34.79 dB,,
281109,112701,1700 - 2400 RPM,13.5 - 24 dB,,
281110,112702,900 - 2000 RPM,14 - 22.1 dB,,
281111,112703,500 - 1500 RPM,17.8 - 27.6 dB,,
281112,112704,500 - 1500 RPM,24.6 dB,,
281113,112705,2600 RPM,28 dB,,
281114,112706,500 - 1300 RPM,9.6 - 24.7 dB,,
281115,112707,1800 - 2200 RPM,28.8 - 38 dB,,
281116,112708,1000 - 2500 RPM,17 - 31.92 dB,,
281117,112709,,0 dB,,
281118,112710,650 - 1400 RPM,28 dB,,
281119,112711,800 - 1300 RPM,16 dB,,
281120,112712,900 - 2500 RPM,15 - 24 dB,,
281121,112713,1000 RPM,21 dB,,
281122,112714,750 - 2500 RPM,18 - 27 dB,,
281123,112715,2500 RPM,,,
281124,112716,800 - 2200 RPM,16.5 - 27.4 dB,,240 mm
281125,112717,900 - 2400 RPM,10 - 25.8 dB,,
281126,112718,900 - 2200 RPM,17.8 - 34.6 dB,,
281127,112719,600 - 1600 RPM,,,
281128,112720,600 - 1600 RPM,,,
281129,112721,2200 RPM,30.1 dB,,
281130,112722,2200 RPM,25 dB,,
281131,112723,1200 - 1800 RPM,23 - 30 dB,,
281132,112724,800 - 1500 RPM,15.3 - 29 dB,,
281133,112725,,,,
281134,112726,1000 - 2200 RPM,20 - 32 dB,,
281135,112727,1000 - 2500 RPM,15.8 - 43.3 dB,,
281136,112728,300 - 2500 RPM,14 - 33 dB,,
281137,112729,300 - 2500 RPM,14 - 33 dB,,
281138,112730,600 - 1300 RPM,24.5 dB,,
281139,112731,1200 - 2500 RPM,15 - 27.2 dB,,
281140,112732,1100 - 2300 RPM,15 - 24.5 dB,,
281141,112733,1300 RPM,24.1 dB,,
281142,112734,450 - 4500 RPM,27.8 dB,,
281143,112735,,16 dB,,
281144,112736,600 - 2500 RPM,14 - 33 dB,,
281145,112737,300 - 2500 RPM,7.2 - 31.1 dB,,
281146,112738,300 - 1500 RPM,4 - 29.8 dB,,
281147,112739,1600 - 1800 RPM,16.2 - 29.2 dB,,
281148,112740,800 - 1800 RPM,16.2 - 29.2 dB,,
281149,112741,800 - 1600 RPM,16 - 20.2 dB,,
281150,112742,1800 RPM,16.2 - 29.2 dB,,
281151,112743,800 - 1800 RPM,16.2 - 29.2 dB,,
281152,112744,1800 RPM,23 dB,,
281153,112745,1600 RPM,20.5 dB,,240 mm
281154,112746,700 - 1200 RPM,13.4 - 19 dB,,
281155,112747,1200 - 2600 RPM,15 - 27.2 dB,,
281156,112748,900 - 2200 RPM,17.8 - 28.1 dB,,
281157,112749,500 - 1500 RPM,17.8 - 27.6 dB,,
281158,112750,800 - 1500 RPM,16 - 24 dB,,
281159,112751,1000 - 2000 RPM,8 - 24 dB,,
281160,112752,2200 RPM,25 dB,,
281161,112753,800 - 2000 RPM,8 - 28 dB,,
281162,112754,800 - 2000 RPM,,,
281163,112755,,,,
281164,112756,800 - 1800 RPM,16 - 21 dB,,
281165,112757,800 - 1800 RPM,10 - 21 dB,,
281166,112758,900 - 2800 RPM,12 - 31 dB,,
281167,112759,500 - 1300 RPM,9.6 - 24.7 dB,,
281168,112760,2200 RPM,23.4 dB,,
281169,112761,,,,
281170,112762,800 - 2800 RPM,20 - 34 dB,,
281171,112763,2400 RPM,19 - 40.33 dB,,240 mm
281172,112764,500 - 1500 RPM,17.6 - 27.6 dB,,
281173,112765,600 - 3700 RPM,15 - 46.5 dB,,
281174,112766,1200 - 2800 RPM,20 - 28 dB,,
281175,112767,400 - 2800 RPM,17.8 - 40.7 dB,,
281176,112768,800 - 2200 RPM,18.5 - 32.8 dB,,120 mm
281177,112769,2200 RPM,20 dB,,
281178,112770,800 - 2000 RPM,10 - 24 dB,,
281179,112771,2200 RPM,,,
281180,112772,,,,
281181,112773,800 - 1800 RPM,16 - 21 dB,,
281182,112774,1000 - 6000 RPM,21 - 48 dB,,
281183,112775,2500 RPM,34 dB,,
281184,112776,1700 RPM,17 dB,,
281185,112777,1150 - 2100 RPM,17.5 - 30 dB,,
281186,112778,,0 dB,,
281187,112779,1500 - 2400 RPM,20 - 30 dB,,
281188,112780,800 - 1700 RPM,16 dB,,
281189,112781,1150 - 2300 RPM,17 - 32 dB,,
281190,112782,500 - 3400 RPM,17 - 34.2 dB,,
281191,112783,,0 dB,,
281192,112784,,,,
281193,112785,1200 - 2200 RPM,27 dB,,
281194,112786,2500 RPM,21 dB,,
281195,112787,2000 - 6000 RPM,20.23 - 44.88 dB,,
281196,112788,800 - 2700 RPM,14 - 23 dB,,
281197,112789,800 - 2500 RPM,12 - 28.8 dB,,
281198,112790,800 - 1800 RPM,16.2 - 29.2 dB,,
281199,112791,650 - 2200 RPM,,,
281200,112792,800 - 1800 RPM,16.2 - 29.2 dB,,
281201,112793,470 - 1900 RPM,9.8 - 27.3 dB,,
281202,112794,1600 RPM,21 dB,,
281203,112795,2000 - 3600 RPM,23 - 45.9 dB,,
281204,112796,750 - 1600 RPM,12 - 26.7 dB,Black / Silver,
281205,112797,750 - 1600 RPM,12 - 26.7 dB,Black / Silver,
281206,112798,750 - 2000 RPM,40.4 dB,Black / Silver,
281207,112799,800 - 1500 RPM,27.2 dB,,
281208,112800,900 - 1800 RPM,30 dB,,
281209,112801,900 - 2300 RPM,30 dB,,
281210,112802,1000 - 2200 RPM,20 dB,,
281211,112803,1000 - 2000 RPM,,,
