keyboard_id,product_id,style,switch_type,backlit,tenkeyless,connection_type,color
310539,119673,Gaming,Razer Green,No,Yes,Wired,Black
310540,119674,Standard,,No,No,Wired,Black / Yellow
310541,119675,Standard,,No,No,Wired,Black
310542,119676,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310543,119677,Gaming,Cherry MX Red,Red,No,Wired,Black
310544,119678,Gaming,Outemu Blue,Multicolor,No,Wired,Black
310545,119679,Gaming,Cherry MX Blue,White,No,Wired,Pink / White
310546,119680,Gaming,Cherry MX Silent,Red,No,Wired,Black
310547,119681,Gaming,Kailh Blue Low Profile,Multicolor,Yes,Wired,Black
310548,119682,Gaming,Tesoro Agile Blue,Multicolor,No,Wired,Black
310549,119683,Standard,Cherry MX Blue,No,No,Wired,Black
310550,119684,Gaming,,Multicolor,No,Wired,Black
310551,119685,Standard,,No,No,Wireless,Black
310552,119686,Gaming,Cherry MX Brown,Multicolor,Yes,Wireless,Gray
310553,119687,Standard,Topre Variable,No,No,Wired,Black
310554,119688,Standard,,No,No,Wired,Black
310555,119689,Mini,Cherry MX Brown,Red/Blue,Yes,Wired,Black / Silver
310556,119690,Gaming,Roccat Titan,Blue,No,Wired,Black
310557,119691,Gaming,,Multicolor,No,Wired,Black / Red
310558,119692,Gaming,Cherry MX Blue,Multicolor,Yes,Wired,Black
310559,119693,Slim,,No,No,Wired,Gray
310560,119694,Gaming,,Multicolor,No,Wired,Black
310561,119695,Gaming,Kailh Brown,No,No,Wired,Black
310562,119696,Standard,,No,No,Wired,Black
310563,119697,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310564,119698,Slim,Topre 55g,Blue,Yes,Wired,White / Gray
310565,119699,Standard,,No,No,Wireless,Black
310566,119700,Gaming,Cherry MX Brown,No,Yes,Wired,Black / Blue
310567,119701,Gaming,,Multicolor,No,Wired,Black
310568,119702,Gaming,,Blue,No,Wired,Black
310569,119703,Standard,Flaretech Blue,Multicolor,Yes,Wired,Black
310570,119704,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310571,119705,Gaming,,No,No,Wired,Black
310572,119706,Standard,Outemu Blue,White,Yes,Wired,Black
310573,119707,Slim,,No,No,Wireless,Black
310574,119708,Gaming,Kailh Brown,White,No,Wired,White
310575,119709,Ergonomic,,No,No,Wireless,Black
310576,119710,Gaming,,Multicolor,No,Wired,Black / Silver
310577,119711,Standard,Cherry MX Red,Red,No,Wired,Black
310578,119712,Ergonomic,,No,No,Wired,Black
310579,119713,Gaming,PRES,Multicolor,No,Wired,Black
310580,119714,Gaming,,Multicolor,No,Wired,Black
310581,119715,Standard,,No,No,Wired,Black
310582,119716,Standard,Cherry MX Blue,No,No,Wired,Black / Red
310583,119717,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310584,119718,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310585,119719,Gaming,Outemu Brown,Multicolor,No,Wired,Black
310586,119720,Gaming,,Blue,No,Wired,Black
310587,119721,Standard,Cherry MX Red,No,No,Wired,Black
310588,119722,Gaming,Cherry MX Blue,Blue,No,Wired,Black
310589,119723,Gaming,Cherry MX Black,White,No,Wired,Black / Silver
310590,119724,Slim,,No,Yes,Wireless,Black
310591,119725,Gaming,Kailh Red,Multicolor,No,Wired,Black
310592,119726,Gaming,Cherry MX Black,Blue,No,Wired,Black
310593,119727,Slim,,No,No,Wired,Black
310594,119728,Gaming,,Multicolor,No,Wired,Black
310595,119729,Gaming,,Multicolor,No,Wired,White / Black
310596,119730,Gaming,Cherry MX Red,Multicolor,No,Wired,
310597,119731,Standard,,No,No,Wired,Black
310598,119732,Gaming,Razer Orange,Green,No,Wired,Black
310599,119733,Gaming,Cherry MX Blue,No,Yes,Wired,Gray / Black
310600,119734,Standard,Cherry MX Blue,No,No,Wired,Black
310601,119735,Standard,Cherry MX Brown,No,Yes,Wired,Black
310602,119736,Slim,,No,No,Wired,Black
310603,119737,Standard,Cherry MX Brown,No,Yes,Wired,Black
310604,119738,Standard,,No,No,Wired,Black
310605,119739,Gaming,Cherry MX Speed Silver,Multicolor,Yes,Wireless,Gray
310606,119740,Gaming,,Multicolor,No,Wired,Black
310607,119741,Slim,,No,No,Wired,Black
310608,119742,Gaming,Cherry MX Brown,Red,No,Wired,Black
310609,119743,Gaming,Cherry MX Brown,Orange,No,Wired,Black
310610,119744,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310611,119745,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310612,119746,Gaming,Cherry MX Red,White,No,Wired,Black
310613,119747,Standard,,No,No,Wired,Black
310614,119748,Standard,,No,No,Bluetooth Wireless,Gray
310615,119749,Gaming,Cherry MX Brown,No,Yes,Wired,Gray / Black
310616,119750,Slim,,No,No,Wired,Black
310617,119751,Ergonomic,,No,No,Wired,Black
310618,119752,Mini,,No,Yes,Wired,Black
310619,119753,Standard,Cherry MX Brown,Multicolor,No,Wired,Black
310620,119754,Standard,Cherry MX Silent,Multicolor,No,Wired,Black
310621,119755,Standard,Kailh Red,Blue,No,Wired,Black
310622,119756,Standard,Kailh Blue,No,No,Wired,Black / Silver
310623,119757,Gaming,,Red,No,Wired,Black
310624,119758,Slim,,No,No,Wireless,Black
310625,119759,Slim,,No,No,Wireless,Black
310626,119760,Slim,,No,No,Wireless,Black
310627,119761,Slim,Topre Variable Silent,Blue,Yes,Wired,Black
310628,119762,Ergonomic,,No,No,Wireless,Black
310629,119763,Gaming,,Red,No,Wired,Black / Silver
310630,119764,Gaming,Razer Green,Multicolor,No,Wired,Black
310631,119765,Standard,Cherry MX Red,White,No,Wired,Black
310632,119766,Standard,Cherry MX Blue,Multicolor,Yes,Wired,Black
310633,119767,Slim,Topre Variable,Blue,Yes,Wired,Black
310634,119768,Gaming,Outemu Red,Multicolor,Yes,Wired,Black
310635,119769,Gaming,,Multicolor,No,Wired,Black
310636,119770,Gaming,Cherry MX Red,Blue,No,Wired,Black / Gray
310637,119771,Gaming,Cherry MX Red,White,No,Wired,Pink / White
310638,119772,Gaming,,Multicolor,No,Wired,Black
310639,119773,Standard,Topre 45g,No,No,Wired,Beige / Gray
310640,119774,Gaming,,Multicolor,No,Wired,Black
310641,119775,Standard,,No,No,Wireless,Black
310642,119776,Standard,Cherry MX Blue,No,No,Wired,Black
310643,119777,Gaming,,Multicolor,No,Wired,Black
310644,119778,Ergonomic,,No,No,Wired,Black
310645,119779,Standard,,No,Yes,Wireless,Black
310646,119780,Standard,,No,No,Wireless,Black
310647,119781,Gaming,Kailh Blue,No,Yes,Wired,Black
310648,119782,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310649,119783,Standard,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310650,119784,Ergonomic,,No,No,Wireless,Black
310651,119785,Gaming,,Blue,No,Wired,Black
310652,119786,Standard,,No,No,Wireless,Black
310653,119787,Slim,,White,No,Wireless,Black
310654,119788,Gaming,Alpha-Zulu Linear,Red,No,Wired,Black / Gray
310655,119789,Standard,,No,No,Wired,Black
310656,119790,Gaming,Cherry MX Blue,Blue,No,Wired,Black
310657,119791,Gaming,,Multicolor,No,Wired,Black
310658,119792,Gaming,,Multicolor,No,Wired,Black / Silver
310659,119793,Standard,,No,No,Wired,Black
310660,119794,Gaming,Tesoro Agile Red,Multicolor,No,Wired,White
310661,119795,Slim,Topre Variable Silent,Blue,Yes,Wired,White / Gray
310662,119796,Gaming,,Blue,No,Wired,Black
310663,119797,Slim,,No,No,Wired,Black
310664,119798,Slim,Topre 55g,Blue,Yes,Wired,Black
310665,119799,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310666,119800,Standard,Cherry MX Blue,No,No,Wired,Black
310667,119801,Gaming,,Blue,No,Wired,Black
310668,119802,Gaming,,Red,No,Wired,Black
310669,119803,Standard,Cherry MX Brown,No,Yes,Wired,Black / White
310670,119804,Gaming,Cherry MX Brown,Red,No,Wired,Black
310671,119805,Gaming,Cherry MX Red,Red,No,Wired,Black
310672,119806,Gaming,,Blue,Yes,Wired,Black
310673,119807,Gaming,,Multicolor,No,Wired,Black
310674,119808,Standard,,No,No,Wireless,Black
310675,119809,Gaming,Cherry MX Brown,Red,No,Wired,Black / Silver
310676,119810,Standard,Cherry MX Red,No,Yes,Wired,Black
310677,119811,Mini,,No,No,Wired,White
310678,119812,Gaming,,No,No,Wireless,Black
310679,119813,Ergonomic,,No,No,Bluetooth Wireless,Gray
310680,119814,Mini,,White,No,Wireless,Black
310681,119815,Standard,,No,No,Wireless,Black
310682,119816,Standard,Cherry MX Red,No,No,Wired,Black
310683,119817,Slim,,No,No,Wired,Black
310684,119818,Slim,,No,No,Bluetooth Wireless,Black / Green
310685,119819,Gaming,Cherry MX Red,Multicolor,No,Wired,Black / White
310686,119820,Slim,,No,No,Wireless,Silver / White
310687,119821,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310688,119822,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310689,119823,Standard,Cherry MX Brown,No,No,Wired,Black
310690,119824,Gaming,Outemu Brown,Multicolor,No,Wired,Black
310691,119825,Gaming,Cherry MX Red,Blue,No,Wired,Black
310692,119826,Standard,,Multicolor,No,Wired,Black
310693,119827,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310694,119828,Standard,Cherry MX Black,Multicolor,Yes,Wired,White / Black
310695,119829,Standard,Outemu Brown,White,Yes,Wireless,Black
310696,119830,Standard,,No,No,Wired,Black
310697,119831,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310698,119832,Gaming,,Multicolor,No,Wired,Black / Silver
310699,119833,Gaming,Cherry MX Brown,Red,No,Wired,Black
310700,119834,Standard,,No,No,Wireless,Black
310701,119835,Gaming,,No,No,Wired,Black
310702,119836,Gaming,Cherry MX Clear,No,No,Wired,Black
310703,119837,Mini,,White,Yes,Wireless,Black
310704,119838,Gaming,Alpha-Zulu Tactile,Red,No,Wired,Black / Gray
310705,119839,Gaming,Cherry MX Blue,Multicolor,Yes,Wireless,Gray
310706,119840,Gaming,Kailh Blue,No,Yes,Wired,Black / Gray
310707,119841,Gaming,,Multicolor,No,Wired,White
310708,119842,Standard,Cherry MX Brown,No,No,Wired,Black / Purple
310709,119843,Ergonomic,,No,No,Wireless,Black
310710,119844,Gaming,Cherry MX Blue,No,No,Wired,Black
310711,119845,Gaming,,Green,No,Wired,Black
310712,119846,Gaming,,Red,No,Wired,Black
310713,119847,Gaming,,Multicolor,No,Wired,Black
310714,119848,Standard,,Multicolor,No,Wired,Black
310715,119849,Gaming,,No,No,Wired,Black
310716,119850,Gaming,Cherry MX Blue,Red/Blue,No,Wired,Black
310717,119851,Gaming,Kailh Blue,White,No,Wired,Gunmetal
310718,119852,Gaming,,No,No,Wired,Black / Blue
310719,119853,Mini,,No,Yes,Wired,Black
310720,119854,Gaming,,Multicolor,No,Wired,Gray
310721,119855,Ergonomic,,No,No,Wired,Black / Silver
310722,119856,Standard,,No,No,Wired,Black
310723,119857,Standard,,No,No,Wired,Black
310724,119858,Gaming,Cherry MX Red,Blue,No,Wired,Black
310725,119859,Slim,,No,No,Wireless,Black
310726,119860,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310727,119861,Gaming,Tesoro Agile Blue,Multicolor,No,Wired,White
310728,119862,Standard,,No,No,Wired,Black
310729,119863,Gaming,,Multicolor,No,Wired,Gray
310730,119864,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310731,119865,Gaming,Cherry MX Blue,No,No,Wired,Black
310732,119866,Gaming,Topre 45g,Multicolor,No,Wired,Black
310733,119867,Gaming,Cherry MX Red,Red,No,Wired,Black
310734,119868,Gaming,,Multicolor,No,Wired,Black
310735,119869,Gaming,Cherry MX Red,No,No,Wired,Black / Gray
310736,119870,Mini,Cherry MX Blue,Red/Blue,Yes,Wired,Black / Gray
310737,119871,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310738,119872,Standard,,White,No,Wired,Black
310739,119873,Gaming,Cherry MX Red,Multicolor,Yes,Wireless,Gray
310740,119874,Slim,,No,No,Wired,Black
310741,119875,Ergonomic,,No,No,Wired,Black
310742,119876,Standard,,No,No,Wired,Black
310743,119877,Slim,Cherry MX Brown,No,No,Wired,Black
310744,119878,Standard,Cherry MX Brown,White,Yes,Wired,Black / White
310745,119879,Standard,,No,No,Wired,Black
310746,119880,Mini,Cherry MX Red,No,Yes,Wired,Black
310747,119881,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310748,119882,Gaming,,No,No,Wired,Black
310749,119883,Gaming,Cherry MX Brown,Multicolor,Yes,Wired,Black
310750,119884,Gaming,Cherry MX Blue,Red,No,Wired,Black
310751,119885,Gaming,Cherry MX Black,Green,No,Wired,Black
310752,119886,Gaming,Kailh Brown,Red,No,Wired,Black
310753,119887,Standard,,White,No,Wired,Black
310754,119888,Standard,,No,No,Wired,Black
310755,119889,Standard,,No,Yes,Wired,Black
310756,119890,Gaming,Cherry MX Blue,Red,No,Wired,Black
310757,119891,Slim,,No,No,Wireless,Silver / Black
310758,119892,Standard,,No,No,Wired,Black
310759,119893,Slim,,No,No,Wired,Black
310760,119894,Standard,,No,No,Wired,Black / Silver
310761,119895,Gaming,,Blue,No,Wired,Black
310762,119896,Gaming,Razer Orange,Green,No,Wired,Black
310763,119897,Mini,,No,Yes,Bluetooth Wireless,Black
310764,119898,Gaming,SteelSeries QX2 Red,Multicolor,Yes,Wired,Gray
310765,119899,Standard,,No,No,Wired,Black
310766,119900,Slim,,No,Yes,Bluetooth Wireless,Black / Silver
310767,119901,Slim,,No,No,Bluetooth Wireless,Silver / White
310768,119902,Gaming,Kailh Blue,Multicolor,No,Wired,Black
310769,119903,Mini,,No,Yes,Bluetooth Wireless,Black
310770,119904,Mini,,No,Yes,Wireless,Black
310771,119905,Gaming,,Multicolor,No,Wired,Black
310772,119906,Gaming,Outemu Red,Multicolor,No,Wired,Black
310773,119907,Standard,Cherry MX Black,Multicolor,Yes,Wired,Black
310774,119908,Slim,,No,Yes,Wired,Black
310775,119909,Gaming,,Multicolor,No,Wired,Black
310776,119910,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310777,119911,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310778,119912,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310779,119913,Gaming,Cherry MX Blue,Multicolor,Yes,Wireless,Gray
310780,119914,Standard,Outemu Brown,Blue,Yes,Wired,Black
310781,119915,Gaming,Outemu Red,Multicolor,No,Wired,Black
310782,119916,Gaming,,No,No,Wired,Black
310783,119917,Standard,Cherry MX Red,Multicolor,No,Wired,White
310784,119918,Standard,,Blue,No,Wired,Black / Silver
310785,119919,Standard,Cherry MX Brown,Multicolor,No,Wired,Gold / White
310786,119920,Mini,Cherry MX Brown,White,Yes,Wired,Black
310787,119921,Mini,Topre 45g,No,Yes,Wired,Gray
310788,119922,Gaming,Kailh Blue,Multicolor,No,Wired,Black
310789,119923,Gaming,Cherry MX Green,No,Yes,Wired,Black
310790,119924,Standard,,No,No,Wireless,Black
310791,119925,Mini,,No,Yes,Wireless,Black
310792,119926,Standard,Cherry MX Brown,No,No,Wired,Black
310793,119927,Gaming,Cherry MX Brown,Red,No,Wired,Black
310794,119928,Slim,,Blue,No,Wired,Black
310795,119929,Gaming,Cherry MX Red,Multicolor,No,Wired,Black / Silver
310796,119930,Standard,,No,No,Wired,Black
310797,119931,Gaming,Cherry MX Blue,Red,No,Wired,Black
310798,119932,Mini,Kailh Red,No,Yes,Wired,Black / Red
310799,119933,Gaming,Cherry MX Blue,No,No,Wired,Black
310800,119934,Standard,,No,Yes,Wireless,White
310801,119935,Slim,,No,No,Wireless,Black
310802,119936,Slim,,No,No,Wired,Black
310803,119937,Standard,Topre 45g,No,No,Wired,Black / Gray
310804,119938,Gaming,,Multicolor,No,Wired,White
310805,119939,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310806,119940,Gaming,Kailh Blue,Red,No,Wired,Black
310807,119941,Standard,Cherry MX Black,Multicolor,No,Wired,Black / Red
310808,119942,Gaming,Kailh Brown,White,No,Wired,Black
310809,119943,Standard,,Multicolor,No,Wired,Black
310810,119944,Standard,,No,No,Wireless,Black
310811,119945,Gaming,,Blue,Yes,Wired,Black
310812,119946,Ergonomic,,No,No,Wireless,Black
310813,119947,Standard,,No,No,Wireless,Black
310814,119948,Slim,,No,No,Wireless,Black
310815,119949,Gaming,,No,No,Wired,Black
310816,119950,Gaming,,Red,No,Wired,Black / Red
310817,119951,Standard,,No,No,Wired,Black
310818,119952,Gaming,Kailh Brown,White,No,Wired,Black / Red
310819,119953,Ergonomic,,No,Yes,Bluetooth Wireless,Black
310820,119954,Standard,,No,No,Bluetooth Wireless,Black
310821,119955,Standard,,No,No,Wireless,Black
310822,119956,Gaming,Cherry MX Brown,Red,No,Wired,Black
310823,119957,Mini,,No,Yes,Wired,Black
310824,119958,Mini,,No,Yes,Bluetooth Wireless,Black
310825,119959,Gaming,,Multicolor,No,Wired,Black
310826,119960,Gaming,,Multicolor,No,Wired,Black
310827,119961,Gaming,,No,No,Wired,Black / Red
310828,119962,Standard,,No,No,Wired,Black
310829,119963,Gaming,Cherry MX Brown,No,Yes,Wired,Black
310830,119964,Gaming,Cherry MX Blue,Red,No,Wired,Black
310831,119965,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310832,119966,Gaming,Cherry MX Brown,Red,No,Wired,Black
310833,119967,Gaming,Cherry MX Red,Multicolor,No,Wired,Black
310834,119968,Standard,,No,No,Wired,Black
310835,119969,Gaming,Outemu Blue,Multicolor,Yes,Wired,Black
310836,119970,Standard,,No,No,Wireless,Black
310837,119971,Slim,,No,No,Bluetooth Wireless,Black
310838,119972,Standard,,No,No,Wired,Black
310839,119973,Gaming,Cherry MX Blue,No,No,Wired,Black
310840,119974,Standard,,No,No,Wired,Black
310841,119975,Standard,Cherry MX Brown,Multicolor,Yes,Wired,White
310842,119976,Standard,Cherry MX Red,Blue/Silver,Yes,Wired,Black
310843,119977,Standard,Cherry MX White,Multicolor,No,Wired,Black
310844,119978,Gaming,,White,No,Wired,Black
310845,119979,Slim,,Multicolor,No,Wired,Black
310846,119980,Gaming,,Multicolor,No,Wired,Orange / White
310847,119981,Gaming,Cherry MX Red,Blue,No,Wired,Black
310848,119982,Gaming,,Multicolor,No,Wired,Black
310849,119983,Slim,,No,No,Wireless,Black
310850,119984,Gaming,,No,No,Wired,Black / Red
310851,119985,Gaming,Outemu Blue,Multicolor,No,Wired,Black
310852,119986,Gaming,Kailh Red,Multicolor,No,Wired,Black
310853,119987,Standard,Cherry MX Red,No,No,Wired,Black
310854,119988,Standard,Cherry MX Blue,White,No,Wired,Black
310855,119989,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310856,119990,Standard,Topre 45g,No,No,Wired,Black
310857,119991,Mini,Outemu Brown,No,Yes,Wireless,Black
310858,119992,Gaming,,Multicolor,No,Wired,Black
310859,119993,Gaming,Cherry MX Red,Red,No,Wired,Black
310860,119994,Gaming,Cherry MX Blue,No,Yes,Wired,Black
310861,119995,Gaming,,Red,No,Wired,Black / Silver
310862,119996,Slim,,No,No,Wireless,Pink
310863,119997,Gaming,,Green,No,Wired,Black
310864,119998,Standard,,No,No,Wired,Black
310865,119999,Standard,,No,No,Wireless,Black
310866,120000,Standard,,No,No,Wired,Black
310867,120001,Gaming,,Blue,No,Wired,Black
310868,120002,Standard,Kailh Brown,Blue,No,Wired,Black
310869,120003,Mini,,No,Yes,Bluetooth Wireless,Black
310870,120004,Standard,,No,No,Wired,Black
310871,120005,Standard,,No,No,Wired,Black
310872,120006,Standard,Cherry ML,No,No,Wired,Black
310873,120007,Gaming,,Orange,No,Wired,Black
310874,120008,Slim,,No,No,Wireless,Black
310875,120009,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310876,120010,Gaming,Cherry MX Brown,Blue,Yes,Wired,Beige / Gray
310877,120011,Gaming,,Red,No,Wired,Black
310878,120012,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Black
310879,120013,Standard,,No,No,Wired,Black
310880,120014,Standard,,No,No,Wired,Black
310881,120015,Standard,,No,No,Wireless,Black
310882,120016,Gaming,Outemu Blue,Multicolor,No,Wired,Silver / White
310883,120017,Standard,,No,No,Wired,Black
310884,120018,Standard,Cherry MX Black,No,Yes,Wired,Black
310885,120019,Standard,,No,No,Wired,Black
310886,120020,Gaming,Cherry MX Blue,Blue,No,Wired,Black
310887,120021,Ergonomic,,No,No,Wired,Black
310888,120022,Standard,,No,No,Wired,Gray
310889,120023,Standard,Cherry MX Red,White,No,Wired,Black
310890,120024,Mini,,No,No,Wired,Black
310891,120025,Slim,,No,No,Wired,White
310892,120026,Standard,Cherry MX Black,No,No,Wired,Black
310893,120027,Standard,,No,No,Wired,Black
310894,120028,Gaming,Cherry MX Brown,No,No,Wired,Black
310895,120029,Ergonomic,,No,No,Wireless,Black
310896,120030,Slim,Topre Variable,Blue,Yes,Wired,White / Gray
310897,120031,Gaming,Cherry MX Blue,Red,No,Wired,Black
310898,120032,Gaming,Cherry MX Brown,No,No,Wired,Black
310899,120033,Gaming,,White,Yes,Bluetooth Wireless,Black / Red
310900,120034,Ergonomic,,No,No,Wired,Black / Silver
310901,120035,Gaming,Cherry MX Red,Blue,No,Wired,Black
310902,120036,Gaming,Razer Green,Multicolor,No,Wired,Black
310903,120037,Mini,,No,Yes,Wireless,Black / White
310904,120038,Standard,,No,No,Wired,Black
310905,120039,Standard,,No,No,Wired,Beige
310906,120040,Standard,Cherry MX Black,No,No,Wired,Black
310907,120041,Gaming,Cherry MX Red,Multicolor,Yes,Wired,Black
310908,120042,Gaming,Cherry MX Speed Silver,Multicolor,No,Wired,Gunmetal
310909,120043,Standard,Cherry MX Red,No,Yes,Wired,Black
310910,120044,Gaming,Cherry MX Blue,Orange,No,Wired,Black
310911,120045,Gaming,,Multicolor,No,Wired,Black
310912,120046,Standard,Greetech Blue,No,Yes,Wired,Black
310913,120047,Gaming,,No,No,Wired,Black / Red
310914,120048,Gaming,Cherry MX Blue,No,No,Wired,Black
310915,120049,Gaming,Cherry MX Silent Red,Multicolor,Yes,Wireless,Gray
310916,120050,Mini,Cherry MX Brown,No,Yes,Wired,Black
310917,120051,Standard,Kailh Blue,Blue,No,Wired,Black
310918,120052,Standard,,No,No,Wired,Black
310919,120053,Gaming,Cherry MX Brown,No,No,Wired,Black
310920,120054,Gaming,Cherry MX Red,Blue,No,Wired,Silver
310921,120055,Mini,,White,Yes,Wireless,Black
310922,120056,Gaming,,No,No,Wired,Black
310923,120057,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310924,120058,Gaming,Cherry MX Red,No,No,Wired,Black / Yellow
310925,120059,Gaming,Kailh Black,Multicolor,No,Wired,Black / Silver
310926,120060,Gaming,Cherry MX Blue,Multicolor,No,Wired,Black
310927,120061,Standard,Cherry MX Brown,No,Yes,Wired,Black
310928,120062,Gaming,Cherry MX Red,No,Yes,Wired,Black
310929,120063,Gaming,Outemu Brown,Multicolor,No,Wired,Black
310930,120064,Gaming,Cherry MX Brown,Blue,No,Wired,Black
310931,120065,Standard,,Multicolor,No,Wired,Black
310932,120066,Standard,,No,No,Wired,Black / Silver
310933,120067,Standard,,No,No,Wired,Black
310934,120068,Standard,Cherry MX Red,Blue,No,Wired,Black
310935,120069,Gaming,,Multicolor,No,Wired,Black
310936,120070,Mini,Cherry MX Blue,Yellow,Yes,Wired,Black
310937,120071,Gaming,Cherry MX Speed Silver,Red,No,Wired,Black
310938,120072,Slim,,No,Yes,Wireless,White
310939,120073,Gaming,Cherry MX Black,Blue,No,Wired,Black
310940,120074,Standard,,No,No,Wired,Black
310941,120075,Standard,Topre 45g,No,Yes,Wired,White
310942,120076,Standard,,No,No,Wired,Black
310943,120077,Standard,Cherry MX Brown,White,Yes,Wired,Black
310944,120078,Gaming,,Green,No,Wired,Black
310945,120079,Gaming,Cherry MX Blue,Blue,No,Wired,Black
310946,120080,Standard,,Blue,No,Wired,Black
310947,120081,Gaming,Cherry MX Brown,White,No,Wired,Black
310948,120082,Gaming,,Multicolor,No,Wired,Black / Red
310949,120083,Gaming,Cherry MX Speed Silver,Blue,No,Wired,Black
310950,120084,Mini,,No,Yes,Wireless,White
310951,120085,Standard,,Red/Amber,No,Wired,Black
310952,120086,Slim,,No,No,Wireless,Dark Silver
310953,120087,Mini,,No,Yes,Bluetooth Wireless,Black
310954,120088,Standard,,No,No,Wired,Black
310955,120089,Standard,,No,No,Wired,Black
310956,120090,Gaming,Cherry MX Brown,Red,No,Wired,Black
310957,120091,Standard,,No,No,Wireless,Black
310958,120092,Slim,,Multicolor,Yes,Wired,Black
310959,120093,Standard,,No,No,Wireless,Black
310960,120094,Slim,Cherry ML,No,No,Wired,Black
310961,120095,Mini,,No,Yes,Bluetooth Wireless,Silver / Black
310962,120096,Mini,,No,No,Wired,Black
310963,120097,Slim,,No,Yes,Bluetooth Wireless,Black
310964,120098,Gaming,Kailh Brown,No,Yes,Wired,Black / Gray
310965,120099,Gaming,Kailh Blue,No,No,Wired,Black
310966,120100,Slim,,No,No,Wireless,Black
310967,120101,Slim,,No,No,Wireless,Black
310968,120102,Standard,,No,No,Wired,Black
310969,120103,Mini,,No,Yes,Wired,Black
310970,120104,Slim,,No,Yes,Wired,Black
310971,120105,Slim,,No,No,Wired,Black
310972,120106,Standard,ALPS White,No,No,Wired,Black
310973,120107,Standard,,No,No,Wired,Black
310974,120108,Mini,ALPS White,No,Yes,Wired,Black
310975,120109,Standard,,No,No,Wired,Black
310976,120110,Slim,,No,No,Wired,Black
310977,120111,Standard,,No,No,Wired,White
310978,120112,Slim,,No,No,Wireless,Black
310979,120113,Gaming,,Red,No,Wired,Black
310980,120114,Gaming,Kailh Blue,Blue,No,Wired,Black
310981,120115,Standard,,No,No,Wireless,Black
310982,120116,Standard,,No,No,Wired,Black
310983,120117,Gaming,,Multicolor,No,Wired,White / Gray
310984,120118,Slim,Cherry MX Red,No,Yes,Wired,Black
310985,120119,Mini,Cherry ML,No,No,Wired,White
310986,120120,Slim,,No,Yes,Wireless,Black
310987,120121,Gaming,Cherry MX Red,Orange,No,Wired,Black
310988,120122,Standard,,No,Yes,Wireless,Black
310989,120123,Standard,,No,No,Wired,Black
310990,120124,Ergonomic,,No,No,Wireless,Black
310991,120125,Gaming,Cherry MX Brown,Multicolor,No,Wired,Black
310992,120126,Gaming,Outemu Blue,Multicolor,No,Wired,Black
310993,120127,Slim,,No,No,Bluetooth Wireless,Black
310994,120128,Standard,,No,No,Wired,Black
310995,120129,Standard,,No,No,Wired,Black
310996,120130,Standard,,No,No,Wired,Black
310997,120131,Gaming,,Multicolor,No,Wired,Black
310998,120132,Standard,,No,No,Wired,White
310999,120133,Standard,,No,No,Wired,Black
311000,120134,Ergonomic,,No,No,Wireless,Black / Silver
311001,120135,Gaming,,White,Yes,Bluetooth Wireless,Black / White
311002,120136,Standard,Topre 45g,No,Yes,Wired,Black
311003,120137,Gaming,Cherry MX Red,No,Yes,Wired,Black
311004,120138,Mini,,No,No,Wireless,Black
311005,120139,Gaming,,Red,No,Wired,Black
311006,120140,Gaming,,No,No,Wired,Black
311007,120141,Standard,Cherry MX Blue,No,No,Wired,Black
311008,120142,Gaming,TTC Brown,Blue,Yes,Wired,Black
311009,120143,Gaming,,No,No,Wired,Black
311010,120144,Slim,Cherry MX Blue,Multicolor,No,Wired,Black
311011,120145,Standard,Cherry MX Blue,No,No,Wired,Black
311012,120146,Standard,,No,No,Wired,Black
311013,120147,Standard,,No,No,Wired,Black
311014,120148,Ergonomic,,No,No,Wireless,White
311015,120149,Standard,,No,No,Wired,Black
311016,120150,Gaming,,No,No,Wired,Black
